,Code,Language,Type,URL,Stars,PushDate,usedHash,buildScript,expert,build_script,use_cmake,use_configure,note,Unnamed:,14
446,luanorlandi/Parallel-Sieve-Quicksort,C,git,https://github.com/luanorlandi/Parallel-Sieve-Quicksort.git,1,04.02.3248,da458ccefe8b6c2a2fccc0b1d7a0d38232ce0844,,RS,autofail.sh,,,Autobuild,Fail,
6150,Erik3a8/HarryPlotter,C++,git,https://github.com/Erik3a8/HarryPlotter.git,1,-2798015,8fd06d90866312a0a5974f06c53a79319d74d6b3,,RS,autofail.sh,,,Autobuild,Fail,
7714,Ger0r0r/ParProg_openMP,C,git,https://github.com/Ger0r0r/ParProg_openMP.git,1,4991985,71d08b5da77358eb93b6ffe1d0a9f25549a3daab,,RS,autofail.sh,,,Autobuild,Fail,
7729,btxviny/Image-classification-with-C-OpenMP,C,git,https://github.com/btxviny/Image-classification-with-C-OpenMP.git,1,4961985,3a1ee97261a3bf2b3eb3bddbfadb0c51e2fb52ea,,RS,autofail.sh,,,Autobuild,Fail,
3475,mrRodrigo/openMp-MPI,C,git,https://github.com/mrRodrigo/openMp-MPI.git,1,-7778015,1b3e02939e854e3484f75735e33642cf869c2d9b,,RS,autofail.sh,,,Autobuild,Fail,
469,mGrad10/Parallel-Gaussian,C,git,https://github.com/mGrad10/Parallel-Gaussian.git,1,04.12.2946,a3ddb4434aa4e146b9c5eb37d0e40eca2c802144,,RS,autofail.sh,,,Autobuild,Fail,
1797,gonzalezlrjesus/Busqueda-Numero-Aleatorio-OpenMPI-Scatter,C++,git,https://github.com/gonzalezlrjesus/Busqueda-Numero-Aleatorio-OpenMPI-Scatter.git,1,4252383,14d0635be063f85fd368340209315da073ff4afb,,RS,autofail.sh,,,Autobuild,Fail,
6904,sotanmochi/HPC-Samples,C++,git,https://github.com/sotanmochi/HPC-Samples.git,1,14.02.5711,6e2d6ac717530da8c31631b988ce840b89ad82c3,,RS,autofail.sh,,,Autobuild,Fail,
694,valeroclemente/AdvanceComputerArchitecture,C,git,https://github.com/valeroclemente/AdvanceComputerArchitecture.git,1,-1857617,243c21662ca46fb0e41b8fd7e657b31e3266bc1e,,RS,autofail.sh,,,Autobuild,Fail,
6890,whoway/cxxopenmp,C++,git,https://github.com/whoway/cxxopenmp.git,1,17.11.5765,cf7c5c3e4526465ba159f61df2d242d75290b724,,RS,autofail.sh,,,Autobuild,Fail,
4129,jolyj/Parallel-Computing-Grayscale,C++,git,https://github.com/jolyj/Parallel-Computing-Grayscale.git,1,-10028015,f9d4ca5c8778ea34305503fe98858bd244c1bbe4,,RS,autofail.sh,,,Autobuild,Fail,
8119,KhaledAshrafH/K-Means-Clustering,C,git,https://github.com/KhaledAshrafH/K-Means-Clustering.git,1,3791985,e1badd0b16de4378650c45bd9e490416b8cee66d,,RS,autofail.sh,,,Autobuild,Fail,
4188,DebasmitaBasu/custom-OpenMP-directives,C++,git,https://github.com/DebasmitaBasu/custom-OpenMP-directives.git,1,-10238015,9942c7d0148520f2f43722d3a28b940a0ec54e5d,,RS,autofail.sh,,,Autobuild,Fail,
136,brcooley/cs654,C,git,https://github.com/brcooley/cs654.git,1,7772781,ed42bada3330c310e1dac0a00b349bdd778f0cc8,,RS,autofail.sh,,,Autobuild,Fail,
6950,fedeizzo/ParticleSwarmOptimization-OpenMPI,C,git,https://github.com/fedeizzo/ParticleSwarmOptimization-OpenMPI.git,1,28.07.5382,68e688f91e4200b9710164c7cd3eab25cbfc9a02,,RS,autofail.sh,,,Autobuild,Fail,
5124,ilanfink/openmp-multithreading,C++,git,https://github.com/ilanfink/openmp-multithreading.git,1,-6398015,b278b19fcca8c8ffae9e1619c94db2fa4f6ada4a,,RS,autofail.sh,,,Autobuild,Fail,
3450,assaft753/Parallel-K-Means,C++,git,https://github.com/assaft753/Parallel-K-Means.git,1,-7688015,04108460683229a5254e5cbdce8a7788f5ffbaa8,,RS,autofail.sh,,,Autobuild,Fail,
6940,hliadis/Parallel-and-Distributed-Computation,C,git,https://github.com/hliadis/Parallel-and-Distributed-Computation.git,1,14.12.5409,ea21bb6bbf72ca403b64fa21db9a490ce4e96f5e,,RS,autofail.sh,,,Autobuild,Fail,
6930,GieeFoR/KR_OMP_MPI,C++,git,https://github.com/GieeFoR/KR_OMP_MPI.git,1,16.09.5464,15923750168386ba2c075ce32751edf67a7884ce,,RS,autofail.sh,,,Autobuild,Fail,
4159,vamartid/NSK-birthday-attack,C++,git,https://github.com/vamartid/NSK-birthday-attack.git,1,-10128015,114735cb4daf2af2c8796c4acc44edaa1a3889d2,,RS,autofail.sh,,,Autobuild,Fail,
2787,rajanjitenpatel/Face_detection,C++,git,https://github.com/rajanjitenpatel/Face_detection.git,1,8752383,33c8788e1958fa2904367307ad16d44a2d091f67,,RS,autofail.sh,,,Autobuild,Fail,
7875,AidaRosaCalvo/OpenMP_practice,C,git,https://github.com/AidaRosaCalvo/OpenMP_practice.git,1,4641985,27dd44ec94d64bd390df030ecc23cc733d386509,,RS,autofail.sh,,,Autobuild,Fail,
2533,borinvini/ComputacaoParalela,C++,git,https://github.com/borinvini/ComputacaoParalela.git,1,9592383,1e6e76d7583b5bc5e0473e37262014231362b5b6,,RS,autofail.sh,,,Autobuild,Fail,
5425,vjeganat/Recursive_spike,C,git,https://github.com/vjeganat/Recursive_spike.git,1,-568015,694cce093f247986c7fe64056d9afd303b4a7827,,RS,default_make.sh,,FALSCH,Autobuild,Success,
3798,flang-cavium/flang9,C++,git,https://github.com/flang-cavium/flang9.git,1,-8848015,87b436f0da948b8f583c791ec4fd8fd6c23d16c7,,RS,autofail.sh,,,Autobuild,Fail,
2293,dianchengwangCHN/ParallelComputingLab,C,git,https://github.com/dianchengwangCHN/ParallelComputingLab.git,1,10592383,cbb1825429b2778e0f8a01ad2b6b78a170d1b00c,,RS,autofail.sh,,,Autobuild,Fail,
6550,MaheshMadushan/OpenMPandPthreading,C,git,https://github.com/MaheshMadushan/OpenMPandPthreading.git,1,27.10.8722,8461657da21c03ae3284b244ddfb03df4b42ecc1,,RS,autofail.sh,,,Autobuild,Fail,
2336,alexagriffith/openMP_hartreefock,C++,git,https://github.com/alexagriffith/openMP_hartreefock.git,1,10352383,ba2ffa9ac46dc0457c90528615d5c1d51f1e41e5,,RS,default_make.sh,,FALSCH,Autobuild,Success,
3780,Markus-Goetz/dmt,C++,git,https://github.com/Markus-Goetz/dmt.git,1,-8748015,b23d21dc02b3c9ad555a7ec4a071a435ffba2000,,RS,autofail.sh,,,Autobuild,Fail,
3783,benman1/parallel_reduction_example,C++,git,https://github.com/benman1/parallel_reduction_example.git,1,-8788015,a959dba312217ca8b2a168732bea4370c89c63c8,,RS,autofail.sh,,,Autobuild,Fail,
259,maltejoos/LongitudinalRoadProfileEstimation,C++,git,https://github.com/maltejoos/LongitudinalRoadProfileEstimation.git,1,28.10.6478,2c015811c316b5dfff9a5080637863262ec1ffec,,RS,autofail.sh,,,Autobuild,Fail,
2538,saketthakare/sieve-of-eratosthenes,C++,git,https://github.com/saketthakare/sieve-of-eratosthenes.git,1,9592383,72063a0e1e3abe615bbc2e3cd2e63e8866a185ff,,RS,autofail.sh,,,Autobuild,Fail,
592,JF3/placement,C,git,https://github.com/JF3/placement.git,1,-917617,7bf894aa269ee5f4f53759401ac89841f1ba3563,,RS,autofail.sh,,,Autobuild,Fail,
199,Climax777/OpenMPTest,C++,git,https://github.com/Climax777/OpenMPTest.git,1,23.05.7164,24ca99163393c4bdb7176cb43b71c99500607edd,,RS,autofail.sh,,,Autobuild,Fail,
2243,nowhereknight/Parallelization,C,git,https://github.com/nowhereknight/Parallelization.git,1,-10438015,295c4edf8dce20c82d43dfbd6743ac16163ce992,,RS,autofail.sh,,,Autobuild,Fail,
6605,kchristos4/Parallelization-of-single-threaded-workload-using-OpenMP,C,git,https://github.com/kchristos4/Parallelization-of-single-threaded-workload-using-OpenMP.git,1,24.06.8120,1a9d08af6a42635781d4aba5991a2c5f3201887e,,RS,autofail.sh,,,Autobuild,Fail,
6380,milomilo33/knapsack-dp,C,git,https://github.com/milomilo33/knapsack-dp.git,1,19.06.9708,93f1da215927292f6a85716d65982e36abb86e51,,RS,autofail.sh,,,Autobuild,Fail,
6576,topopt/TopOpt-in-OpenMP-GPU,C,git,https://github.com/topopt/TopOpt-in-OpenMP-GPU.git,1,07.07.8339,b46ed453ad5a05818b563e540ce176c9d85c6fe2,,RS,autofail.sh,,,Autobuild,Fail,
5570,jcdino/Paralleling-Model-Performance-Workloadbalance,C,git,https://github.com/jcdino/Paralleling-Model-Performance-Workloadbalance.git,1,-978015,b6b86237bf51e3dec9d99d7b02057b99640bfbe9,,RS,autofail.sh,,,Autobuild,Fail,
2264,SagivAsraf/Parallel-implementation-of-Binary-Classification,C++,git,https://github.com/SagivAsraf/Parallel-implementation-of-Binary-Classification.git,1,-10608015,e1e38daa71e6d909c26afd9396db2f3a96fc0cf2,,RS,autofail.sh,,,Autobuild,Fail,
5446,DhruvSrikanth/Conjugate-Gradient-Simulation,C++,git,https://github.com/DhruvSrikanth/Conjugate-Gradient-Simulation.git,1,-638015,cecdbe131ebb70ddfe5c54511b4ea2d0220587f2,,RS,autofail.sh,,,Autobuild,Fail,
5530,david96182/parallel-dfs-openmp,C++,git,https://github.com/david96182/parallel-dfs-openmp.git,1,-858015,1d8419208e04110ef2e2f9735706e47255d5a382,,RS,autofail.sh,,,Autobuild,Fail,
3720,Aniruddha-Kulkarni/OpenMP---Matrix-Multiplication,C,git,https://github.com/Aniruddha-Kulkarni/OpenMP---Matrix-Multiplication.git,1,-8418015,4d94a2464134432d5e20b045f1a99a086b3137d6,,RS,autofail.sh,,,Autobuild,Fail,
5488,NikitaP2001/3d_course_parallel,C++,git,https://github.com/NikitaP2001/3d_course_parallel.git,1,-768015,e71a533b57cac9319f2feabbad4dd0c63dcafbc1,,RS,default_make.sh,,FALSCH,Autobuild,Success,
5533,mdodovic/OpenMP-Multithread-Framework,C,git,https://github.com/mdodovic/OpenMP-Multithread-Framework.git,1,-868015,f37b6c80ea93b747416d24e391f6356865cb3ae5,,RS,autofail.sh,,,Autobuild,Fail,
8049,FernandoGT3/Rainbow-Game-of-Life,C,git,https://github.com/FernandoGT3/Rainbow-Game-of-Life.git,1,4111985,f4596f25d98686e70a7e110c5d6cca3df5f347e9,,RS,autofail.sh,,,Autobuild,Fail,
6444,mmanou/Parallel-All-Max-Flows,C++,git,https://github.com/mmanou/Parallel-All-Max-Flows.git,1,01.12.9379,3679ca49ca6615a9fc40063ec736f51f56af303f,,RS,autofail.sh,,,Autobuild,Fail,
6457,YichenGuo2002/OpenMPHeatDist,C,git,https://github.com/YichenGuo2002/OpenMPHeatDist.git,1,26.05.9270,96dd64198f8f47dbb66b8caae4fc5323a74c24bc,,RS,autofail.sh,,,Autobuild,Fail,
6464,YUXUANCHENG/DPM_OMP,C++,git,https://github.com/YUXUANCHENG/DPM_OMP.git,1,08.01.9243,96fb4b093bf2fd833344d6c42beff04aac59b254,,RS,autofail.sh,,,Autobuild,Fail,
2426,syenpark/Parallel-Programming,C,git,https://github.com/syenpark/Parallel-Programming.git,1,9922383,9011d3559773537e0ab165f18f496afd0bec48bd,,RS,autofail.sh,,,Autobuild,Fail,
6495,yuchenle/OOBS,C,git,https://github.com/yuchenle/OOBS.git,1,30.09.9078,7743b347aa0a237c156d458ba4015bdbc53ce2a8,,RS,autofail.sh,,,Autobuild,Fail,
5460,DylanHIJ/ParallelProgramming-NTU,C,git,https://github.com/DylanHIJ/ParallelProgramming-NTU.git,1,-668015,f825d3a5a7bd623cd466a0fb8507e076c3479248,,RS,autofail.sh,,,Autobuild,Fail,
2507,jeremiedbb/Nested_OpenMP,C,git,https://github.com/jeremiedbb/Nested_OpenMP.git,1,9672383,ebc681f072c71707f1eba8b04030d754a967bab3,,RS,autofail.sh,,,Autobuild,Fail,
5450,MohamedGouaouri/molecular_dynamics,C++,git,https://github.com/MohamedGouaouri/molecular_dynamics.git,1,-638015,8c5e9fd9422a50a9f8cbe444c52c7bc18af8a5d9,,RS,autofail.sh,,,Autobuild,Fail,
2500,zon5566/SIFT-on-OpenMP,C++,git,https://github.com/zon5566/SIFT-on-OpenMP.git,1,9692383,5e20e17db2d4f42c458ddd0a7e06cd5825295e20,,RS,autofail.sh,,,Autobuild,Fail,
7845,Wabtey/OpenMP-Discovery,C,git,https://github.com/Wabtey/OpenMP-Discovery.git,1,4721985,45c3f881061c49572e024efd0a8ae618d3475c19,,RS,autofail.sh,,,Autobuild,Fail,
229,sowmyapa/GaussainEliminationParallelProgramming,C,git,https://github.com/sowmyapa/GaussainEliminationParallelProgramming.git,1,02.10.6834,913e5556fa004027decc545a70de7929e24c7b50,,RS,autofail.sh,,,Autobuild,Fail,
5542,GKNB/test-benchmark-OpenMP-atomic,C,git,https://github.com/GKNB/test-benchmark-OpenMP-atomic.git,1,-888015,0eb7c27b3fb7dd06cd8bce32323f3db5d215dd92,,RS,autofail.sh,,,Autobuild,Fail,
557,cberard14/SRHydro_OpenMP,C++,git,https://github.com/cberard14/SRHydro_OpenMP.git,1,-327617,df496cd6601b863390d4f47f85eb826c5f91ef69,,RS,autofail.sh,,,Autobuild,Fail,
5627,daniMusli/paralelImageFilter,C++,git,https://github.com/daniMusli/paralelImageFilter.git,1,-1148015,6253e9fd7e2e1723f6814358d985f77c6e4eccbd,,RS,autofail.sh,,,Autobuild,Fail,
6316,EthanLuisMcDonough/omp_testgen,C++,git,https://github.com/EthanLuisMcDonough/omp_testgen.git,1,3041985,b012a4bcd8bb2a0089d419882c16dd845ba58810,,RS,autofail.sh,,,Autobuild,Fail,
3567,anw10/FRecogRPI,C,git,https://github.com/anw10/FRecogRPI.git,1,-8028015,2700daf63a271a0cf7ed5ac3436f67b5c99c882a,,RS,autofail.sh,,,Autobuild,Fail,
2079,nicklyz/Distributed-and-Parallel-Computing,C,git,https://github.com/nicklyz/Distributed-and-Parallel-Computing.git,1,24.02.8669,c483af8519befea221c6a15f4913730c97472e41,,RS,autofail.sh,,,Autobuild,Fail,
173,architkarandikar/OpenMP-Testing,C++,git,https://github.com/architkarandikar/OpenMP-Testing.git,1,5912781,91047e6832afe8202dd47d8ea829a373f06570e0,,RS,autofail.sh,,,Autobuild,Fail,
174,architkarandikar/OpenMP-Tutorial,C,git,https://github.com/architkarandikar/OpenMP-Tutorial.git,1,5912781,0a68d1e968598ae4d61cbc8cd9566e05ef2a08cd,,RS,autofail.sh,,,Autobuild,Fail,
2113,hanneshoettinger/GameOfLife-Sequential-OpenMP-OpenCL,C++,git,https://github.com/hanneshoettinger/GameOfLife-Sequential-OpenMP-OpenCL.git,1,16.09.8203,56fa3180e40c12eac4e223f854cd166d7fb4724f,,RS,autofail.sh,,,Autobuild,Fail,
177,kyleniemeyer/2012-04_Stanford_CME213,C++,git,https://github.com/kyleniemeyer/2012-04_Stanford_CME213.git,1,5572781,2a53e9541b029bc70d9c3bb7e7fa4a88fbd2cb5a,,RS,autofail.sh,,,Autobuild,Fail,
625,bzurkowski/parallel-computing,C++,git,https://github.com/bzurkowski/parallel-computing.git,1,-1257617,cc7f9b88ebbb416fcbb84e7e060678f8e3bff1cb,,RS,autofail.sh,,,Autobuild,Fail,
2074,meeraramesh-sjsu/netgpu-master,C++,git,https://github.com/meeraramesh-sjsu/netgpu-master.git,1,16.04.8751,22ca15ffb9576fe68f7198313201ad7ff477e167,,RS,autofail.sh,,,Autobuild,Fail,
3979,Dimanaux/itis-omp,C++,git,https://github.com/Dimanaux/itis-omp.git,1,-9568015,e3e2326429b191e6828ce1fc0798db6c71b99aaa,,RS,autofail.sh,,,Autobuild,Fail,
171,mapa17/teacup,C,git,https://github.com/mapa17/teacup.git,1,6032781,c50c381dcdc5fa631ff38c7f9e5a63a079e1eaa2,,RS,autofail.sh,,,Autobuild,Fail,
3547,OscarTHZhang/cnn-optimization,C,git,https://github.com/OscarTHZhang/cnn-optimization.git,1,-7978015,a55e7a94a74e4eaff1728d670fa4d23d8de1e096,,RS,default_make.sh,,FALSCH,Autobuild,Success,
8096,ZCC1997Git/ParticleEffectsSimulation_CUDA,C,git,https://github.com/ZCC1997Git/ParticleEffectsSimulation_CUDA.git,1,3871985,9cac6933be8864126d4c6a2d828962dcf39e463c,,RS,autofail.sh,,,Autobuild,Fail,
494,ChrisZoc/MergeSortOMP,C,git,https://github.com/ChrisZoc/MergeSortOMP.git,1,14.08.2563,72c53bf48114f7763b6a4560375a828d0dfb340b,,RS,autofail.sh,,,Autobuild,Fail,
5613,SchawnnDev/MNT,C,git,https://github.com/SchawnnDev/MNT.git,1,-1088015,5f85ea7a2cf69c933f0da18c9e2cc0d902803af9,,RS,default_make.sh,,FALSCH,Autobuild,Success,
6727,drudilorenzo/parallel-sph-algorithm,C,git,https://github.com/drudilorenzo/parallel-sph-algorithm.git,1,28.01.7080,5e2fd93918cb247ce51455fddebee63d7847da2c,,RS,autofail.sh,,,Autobuild,Fail,
7872,bsc-pm/tahip,C++,git,https://github.com/bsc-pm/tahip.git,1,4651985,d133a5aca8bceaa608d6622484d6bf4a44ef9eb6,,RS,autofail.sh,,,Autobuild,Fail,
2653,JHeisey/Option-Pricer,C++,git,https://github.com/JHeisey/Option-Pricer.git,1,9242383,97aca7a110793159c41bbda5475cbc9d32020b8e,,RS,autofail.sh,,,Autobuild,Fail,
2208,reissmann/openmp_talk,C,git,https://github.com/reissmann/openmp_talk.git,1,01.03.7081,e1756e892a814d1c722f339ec87396a063881ffb,,RS,autofail.sh,,,Autobuild,Fail,
599,jbalma/BoltzmannBaby,C++,git,https://github.com/jbalma/BoltzmannBaby.git,1,-1037617,e94731b1afd470e45390f3ceaf4418299e886089,,RS,autofail.sh,,,Autobuild,Fail,
509,KanishkT123/N-Body-Simulation,C++,git,https://github.com/KanishkT123/N-Body-Simulation.git,1,21.09.2426,a225b88f40c4deb79b549ce593bd36b21381fca9,,RS,autofail.sh,,,Autobuild,Fail,
5368,argha072k/openmp,C++,git,https://github.com/argha072k/openmp.git,1,-408015,a37644621bd236819446661eabb07296d323a3ff,,RS,autofail.sh,,,Autobuild,Fail,
195,vazexqi/OpenMPMicroBenchmarks,C,git,https://github.com/vazexqi/OpenMPMicroBenchmarks.git,1,18.10.8204,328943dd80768752b8d2e4da0eb2848be4d55398,,RS,autofail.sh,,,Autobuild,Fail,
266,EvgeneOskin/hello-openmpi,C,git,https://github.com/EvgeneOskin/hello-openmpi.git,1,25.01.6424,4f3ab3a1e1c114fcece7c75b146ed469fffb3415,,RS,default_make.sh,,FALSCH,Autobuild,Success,
268,ayush02mishra/Ayush-HPCmatlab,C,git,https://github.com/ayush02mishra/Ayush-HPCmatlab.git,1,23.04.6369,ab26dad3bab7138b788251cb4e570456ab78fd2a,,RS,autofail.sh,,,Autobuild,Fail,
3856,pranshumaheshwari/Parallel-String-Matching,C++,git,https://github.com/pranshumaheshwari/Parallel-String-Matching.git,1,-9038015,2e5687866bb6708a1ea8cf73570e5114b83fdb80,,RS,autofail.sh,,,Autobuild,Fail,
5381,andreabosisio/hpgda2022_data-structures,C++,git,https://github.com/andreabosisio/hpgda2022_data-structures.git,1,-438015,73799ee626a12c96b8b6ee1bafee3c66d18482dc,,RS,autofail.sh,,,Autobuild,Fail,
6349,DaryaEvd/opp,C++,git,https://github.com/DaryaEvd/opp.git,1,02.07.9927,047ea0785ae72af554ba63740c0b2dda193aec70,,RS,autofail.sh,,,Autobuild,Fail,
5341,arashsm79/parallel-canny-edge-detector,C++,git,https://github.com/arashsm79/parallel-canny-edge-detector.git,1,-318015,11a5607f7328b2f627fea039141d1d1ce61f57d8,,RS,autofail.sh,,,Autobuild,Fail,
2140,nicvidal/Projet_GPU,C,git,https://github.com/nicvidal/Projet_GPU.git,1,20.01.8012,9769cb402477412690379a39d315fd17870ea8e3,,RS,autofail.sh,,,Autobuild,Fail,
6677,anty-nor/SC_multithreading_Montecarlo_integration,C,git,https://github.com/anty-nor/SC_multithreading_Montecarlo_integration.git,1,09.07.7545,21f8408d1f6d5bb4310907b8ebd4cf774c4513fc,,RS,autofail.sh,,,Autobuild,Fail,
2127,y-gupta/col757-ass1,C++,git,https://github.com/y-gupta/col757-ass1.git,1,27.07.8121,eb0dd723913f2fb12d1c37102d066260020d0474,,RS,default_make.sh,,FALSCH,Autobuild,Success,
6665,Ria-T/Parallel-Jacobi,C,git,https://github.com/Ria-T/Parallel-Jacobi.git,1,11.04.7600,ad7d0ad3597ac9d5fece01901b170f17faf24c4e,,RS,autofail.sh,,,Autobuild,Fail,
610,PacoGago/OpenMP,C,git,https://github.com/PacoGago/OpenMP.git,1,-1137617,09fa6f8d42e8108a7f59f8f333b4b18fb41404cd,,RS,autofail.sh,,,Autobuild,Fail,
2165,hitchpy/OpenMP-task-LU-factorization,C,git,https://github.com/hitchpy/OpenMP-task-LU-factorization.git,1,03.07.7683,435489c90a6b7a639958743eda7d07f0b9f30ef5,,RS,autofail.sh,,,Autobuild,Fail,
6657,SuperbTUM/fastdist_cython,C++,git,https://github.com/SuperbTUM/fastdist_cython.git,1,13.01.7655,4858a2ff5fa269e50f1504028b5d7a7621b2abc1,,RS,autofail.sh,,,Autobuild,Fail,
1624,kskyvalakis/OpenMP,C,git,https://github.com/kskyvalakis/OpenMP.git,1,5052383,57cf2c6c94b329d3b87a95986d98095694644266,,RS,autofail.sh,,,Autobuild,Fail,
1266,anderslaunerbaek/HPC,C++,git,https://github.com/anderslaunerbaek/HPC.git,1,6532383,c63201022e2715112bc38dcc2a53316ea1e2b055,,RS,autofail.sh,,,Autobuild,Fail,
1261,LemurPwned/openmpi-training,C,git,https://github.com/LemurPwned/openmpi-training.git,1,6572383,bf80eed0158473f0aada5be3d44bc7775b8b51f8,,RS,autofail.sh,,,Autobuild,Fail,
1254,Robyroc/Project-AGATHA,C++,git,https://github.com/Robyroc/Project-AGATHA.git,1,6592383,6206429972c659f1021b70776c367cb798d5cb26,,RS,autofail.sh,,,Autobuild,Fail,
5837,nofaralfasi/Parallel-Sequence-Alignment,C,git,https://github.com/nofaralfasi/Parallel-Sequence-Alignment.git,1,-1878015,b3c6e3a5fd5d0fad848e138b57455bd0014a4237,,RS,autofail.sh,,,Autobuild,Fail,
7320,reznakt/ray-casting,C,git,https://github.com/reznakt/ray-casting.git,1,6011985,083ef23490ff8ee83db88d4e896de676e029eec4,,RS,autofail.sh,,,Autobuild,Fail,
5822,WhiteRose404/openMp_basics,C,git,https://github.com/WhiteRose404/openMp_basics.git,1,-1828015,fba1daafb07e18beed74462b4d7650392f206111,,RS,autofail.sh,,,Autobuild,Fail,
3032,curiousinspiration/Optimizing-Our-Neural-Network-With-BLAS-and-OpenMP,C++,git,https://github.com/curiousinspiration/Optimizing-Our-Neural-Network-With-BLAS-and-OpenMP.git,1,7712383,24e58c68986e271575c106682b10d7098634fe34,,RS,autofail.sh,,,Autobuild,Fail,
1276,mklobukov/Parallel-Programming,C,git,https://github.com/mklobukov/Parallel-Programming.git,1,6482383,df53377ceed6ff693517b02d9940694e6d3252cf,,RS,autofail.sh,,,Autobuild,Fail,
3281,pedrorio/parallel_and_distributed_computing,C++,git,https://github.com/pedrorio/parallel_and_distributed_computing.git,1,-6918015,e78f417411cbe78a1d8ae3bd4a3b18d480d89b2a,,RS,autofail.sh,,,Autobuild,Fail,
7340,petarstamenkovic/Parallel_MergeSort,C++,git,https://github.com/petarstamenkovic/Parallel_MergeSort.git,1,5961985,a3b98ec24c2a9e2760b1cf6287efcc3ae58e6ab0,,RS,autofail.sh,,,Autobuild,Fail,
7358,V-Rang/Sparse-Matrix-Vector-Multiplication,C++,git,https://github.com/V-Rang/Sparse-Matrix-Vector-Multiplication.git,1,5921985,8176510f552104d0c36c784103f4f31061ba8ce1,,RS,autofail.sh,,,Autobuild,Fail,
3075,LinusJohnson/Mandelbrot-C-MPI-SIMD,C,git,https://github.com/LinusJohnson/Mandelbrot-C-MPI-SIMD.git,1,7542383,6d4a15623898516588b820cff904c6c9036d59a5,,RS,autofail.sh,,,Autobuild,Fail,
3076,DylanPW/cvtree-Parallelisation,C++,git,https://github.com/DylanPW/cvtree-Parallelisation.git,1,7542383,25e1d0c8849b40531e26e245696fe3366d43cc8d,,RS,default_cmake.sh,,FALSCH,Autobuild,Success,
7379,TTK-qmmp/qmmp-openmpt,C++,git,https://github.com/TTK-qmmp/qmmp-openmpt.git,1,5891985,13d59fc715d997c33ef28d8f11b58ef029e8ee26,,RS,autofail.sh,,,Autobuild,Fail,
7346,MirkoBicchierai/Parallel_Programming_K-Means,C++,git,https://github.com/MirkoBicchierai/Parallel_Programming_K-Means.git,1,5951985,db7ec9d7a6b3e0c1daff63e0e8980a2e1b98241c,,RS,autofail.sh,,,Autobuild,Fail,
1234,LukasZahradnik/cpp-gauss,C++,git,https://github.com/LukasZahradnik/cpp-gauss.git,1,6702383,2c1defcff644f4f9183b76bd2f0d6a15732dea66,,RS,autofail.sh,,,Autobuild,Fail,
3062,GeorgeWeb/parallel-bchain,C++,git,https://github.com/GeorgeWeb/parallel-bchain.git,1,7612383,86d409bc19593110eab8c999ffef1aa6819bb6ff,,RS,autofail.sh,,,Autobuild,Fail,
3263,brunozampirom/Barnes-Hut,C,git,https://github.com/brunozampirom/Barnes-Hut.git,1,-6848015,abe5155e1418337c43fc36fadcf85562301069ee,,RS,autofail.sh,,,Autobuild,Fail,
8175,mohamedaminelayachi/Mandelbrot-OpenMP,C++,git,https://github.com/mohamedaminelayachi/Mandelbrot-OpenMP.git,1,3531985,b975a8e4837ed26340a9635872341595845be89a,,RS,autofail.sh,,,Autobuild,Fail,
6053,zuza3012/openmp-tutorial,C,git,https://github.com/zuza3012/openmp-tutorial.git,1,-2518015,cd0ac04a0102619156b604943591d51b4806fbd7,,RS,autofail.sh,,,Autobuild,Fail,
1369,xinyandai/nndes,C++,git,https://github.com/xinyandai/nndes.git,1,6042383,b2fcf2644729f020f682dfda7d1e14adb638c16f,,RS,autofail.sh,,,Autobuild,Fail,
4455,drakeor/software-mpi-raytracer,C,git,https://github.com/drakeor/software-mpi-raytracer.git,1,-4208015,715c72ec99899a492e113ebf2d31a66f8d919ff2,,RS,autofail.sh,,,Autobuild,Fail,
7641,Alexei-Ionov/Convolutions-Video-Processing,C,git,https://github.com/Alexei-Ionov/Convolutions-Video-Processing.git,1,5201985,96fd10b25add3e478f49580648dab317cfbecc85,,RS,autofail.sh,,,Autobuild,Fail,
7648,wm1511/IMRT,C++,git,https://github.com/wm1511/IMRT.git,1,5191985,ed055183b4b9c4dc4c66120a5c8b27190e13f2a1,,RS,autofail.sh,,,Autobuild,Fail,
7218,AMSC22-23/Montecarlo-Bellini-Simei-Tramacere,C++,git,https://github.com/AMSC22-23/Montecarlo-Bellini-Simei-Tramacere.git,1,6151985,c20da27bc777f6045bce2b37d6b93d6b7ea8dd75,,RS,default_cmake.sh,,FALSCH,Autobuild,Success,
4946,bozkurtismail/Parallel---integral-computing-using-the-Trapezoid-rule-OpenMP,C,git,https://github.com/bozkurtismail/Parallel---integral-computing-using-the-Trapezoid-rule-OpenMP.git,1,-5868015,149f7d1cb7ca9f8423e26bc7bf25d1548b9d0dbf,,RS,autofail.sh,,,Autobuild,Fail,
3326,fatalfake/OPENMP_consumerproducer,C++,git,https://github.com/fatalfake/OPENMP_consumerproducer.git,1,-7118015,8265a41f114c7de96e539b07f84eaa3db26c4cc1,,RS,autofail.sh,,,Autobuild,Fail,
4460,wwwwwwOwO/Parallel-program,C,git,https://github.com/wwwwwwOwO/Parallel-program.git,1,-4228015,d1f772f8febcb4752e180eedefa6ef1daec01910,,RS,autofail.sh,,,Autobuild,Fail,
