,Code,Language,Type,URL,Stars,PushDate,usedHash,buildScript,expert,build_script,use_cmake,use_configure,note,Unnamed:,14
7286,leo27945875/NYCU-ParallelProgramming-f23,C++,git,https://github.com/leo27945875/NYCU-ParallelProgramming-f23.git,0,6081985,9c6229000c4deb541576753b9cfa4c1a09f736a4,,RS,autofail.sh,,,Autobuild,Fail,
7284,Phosphophilaito/LULESH_omp_optimization,C++,git,https://github.com/Phosphophilaito/LULESH_omp_optimization.git,0,6091985,949b061f70b654cd078cf6065a4a38c19728a7a4,,RS,default_cmake.sh,,FALSCH,Autobuild,Success,
7600,dsercam/OpenMP,C++,git,https://github.com/dsercam/OpenMP.git,0,5351985,4d64daa7b1111009c549665cd32a541623dd76dd,,RS,autofail.sh,,,Autobuild,Fail,
7321,SourenaMOOSAVI/Parallel-Programming,C,git,https://github.com/SourenaMOOSAVI/Parallel-Programming.git,0,6001985,7f9ee57aa488e8b4734cfa1ed3f959334ca99ce3,,RS,autofail.sh,,,Autobuild,Fail,
7317,KevinG396/OpenMP_Basic,C,git,https://github.com/KevinG396/OpenMP_Basic.git,0,6011985,65081e6aa89bc56725dfe0cb9bf39fd82dd2c546,,RS,autofail.sh,,,Autobuild,Fail,
7312,petarstamenkovic/Parallel_PacMan,C++,git,https://github.com/petarstamenkovic/Parallel_PacMan.git,0,6021985,dc4447b69cf210f0a5a7c9d7f32cd78de9b4ea5d,,RS,autofail.sh,,,Autobuild,Fail,
7309,yizhilsy/OpenmpAndCuda,C++,git,https://github.com/yizhilsy/OpenmpAndCuda.git,0,6041985,bed55bb0bcb3c54a4010ae0732b91c4732a24130,,RS,autofail.sh,,,Autobuild,Fail,
7306,JesseVarGar/openmp_practice,C,git,https://github.com/JesseVarGar/openmp_practice.git,0,6041985,6f316ccad5ebeb160bc6d5be63c2834e223a2215,,RS,autofail.sh,,,Autobuild,Fail,
7244,kaushikn07/OpenMP-BFS-Parallelization,C++,git,https://github.com/kaushikn07/OpenMP-BFS-Parallelization.git,0,6141985,f6ba1a0fb0b3eab2facf67c52f291b4ea119d3a2,,RS,autofail.sh,,,Autobuild,Fail,
7645,IDragonThunderI/Multithreading-OpenMP_Reduction,C++,git,https://github.com/IDragonThunderI/Multithreading-OpenMP_Reduction.git,0,5191985,0176489c424dcdd85ef9e567f98d5d85e1da724d,,RS,autofail.sh,,,Autobuild,Fail,
7246,Leaf-1037/OpenMP-Parallel-Algorithm-Design,C,git,https://github.com/Leaf-1037/OpenMP-Parallel-Algorithm-Design.git,0,6131985,14d582c59a5e9adce1769a3c10c89b94b96dd850,,RS,autofail.sh,,,Autobuild,Fail,
7242,HrithikRai/Parallelization-of-Energy-Calculation-for-a-box-of-water-molecules,C,git,https://github.com/HrithikRai/Parallelization-of-Energy-Calculation-for-a-box-of-water-molecules.git,0,6141985,b9afa68b063dea76b6cc9436e125b90ae179294e,,RS,autofail.sh,,,Autobuild,Fail,
7235,khshmt/OpenMP_Practise,C++,git,https://github.com/khshmt/OpenMP_Practise.git,0,6151985,2530e54614b0ed629e59b09fcfeee370f49f81b6,,RS,default_cmake.sh,,FALSCH,Autobuild,Success,
7230,TalMizrahii/parallelLinkedList,C,git,https://github.com/TalMizrahii/parallelLinkedList.git,0,6151985,4f994b8f59a3e5369bb78da59f18621ac07d64b7,,RS,default_make.sh,,FALSCH,Autobuild,Success,
7272,Puneeth254/OpenmpCodes,C++,git,https://github.com/Puneeth254/OpenmpCodes.git,0,6101985,5950ede5d4d520b901db254da16e077c825e607d,,RS,autofail.sh,,,Autobuild,Fail,
7629,hiGiraffe/CME-213,C++,git,https://github.com/hiGiraffe/CME-213.git,0,5251985,72c410ff4343967adb63793b12eafbadd7e3374f,,RS,autofail.sh,,,Autobuild,Fail,
7275,rajeshwari179/particle_simulation-OpenMP,C++,git,https://github.com/rajeshwari179/particle_simulation-OpenMP.git,0,6101985,05c48d2fd6c902d1684b2b40b2f5f662cdc7a790,,RS,default_cmake.sh,,FALSCH,Autobuild,Success,
7270,vinothalagupandi/openmp-snippets,C++,git,https://github.com/vinothalagupandi/openmp-snippets.git,0,6101985,0ea55eb74742af99b035b54b3f5fba55bd34ad92,,RS,autofail.sh,,,Autobuild,Fail,
7635,lucaLP98/Parallel_vector_matrix_product_OpenMP,C,git,https://github.com/lucaLP98/Parallel_vector_matrix_product_OpenMP.git,0,5231985,5431350026d0c4f5ee97d154ae7031266dcd89b7,,RS,autofail.sh,,,Autobuild,Fail,
7638,ngkhatu/OpenMP,C,git,https://github.com/ngkhatu/OpenMP.git,0,5201985,af3e3b427cc0689c6c547d02643bb7c111673c9c,,RS,autofail.sh,,,Autobuild,Fail,
6107,devvildaz/rgbtogray-c-openmp,C,git,https://github.com/devvildaz/rgbtogray-c-openmp.git,0,-2648015,f752c8baee1c5c95f48cfcb3e586965016573a5c,,RS,autofail.sh,,,Autobuild,Fail,
6181,haniyeka/Parallel-Programming,C++,git,https://github.com/haniyeka/Parallel-Programming.git,0,-2928015,79f4e6e582be1b78fe98a80ac4bab6204deeb1d1,,RS,autofail.sh,,,Autobuild,Fail,
6177,AntonioBriPerez/Game-Of-Life,C++,git,https://github.com/AntonioBriPerez/Game-Of-Life.git,0,-2908015,06049093a59a7b76d0d294e6156ab3756ebdd59f,,RS,autofail.sh,,,Autobuild,Fail,
6173,deepaksuresh/openmpMergeSort,C,git,https://github.com/deepaksuresh/openmpMergeSort.git,0,-2878015,031322370ec762d72e7df4bd5e31f08f55256619,,RS,autofail.sh,,,Autobuild,Fail,
6167,minhbau/hybrid_MPI_OpenMP,C,git,https://github.com/minhbau/hybrid_MPI_OpenMP.git,0,-2858015,a17489b2d782cc579b90da028c5279dfeb190fde,,RS,autofail.sh,,,Autobuild,Fail,
7903,freirart/openmp-categorization,C++,git,https://github.com/freirart/openmp-categorization.git,0,4681985,2b19a3fad00cd0fbd5a4c1b5d79e34be1752ad45,,RS,autofail.sh,,,Autobuild,Fail,
7901,MohammadAli-Boutary/MatrixMultiplication,C,git,https://github.com/MohammadAli-Boutary/MatrixMultiplication.git,0,4601985,7e8e21cb135bdfb52684ee8c80fcd060d35ae133,,RS,autofail.sh,,,Autobuild,Fail,
7892,sergioarojasm98/Multiplicacion-de-Matrices-con-OpenMP,C,git,https://github.com/sergioarojasm98/Multiplicacion-de-Matrices-con-OpenMP.git,0,4611985,35a3bfbd291da725e1135920b161a275e80f72f4,,RS,autofail.sh,,,Autobuild,Fail,
6204,phramos07/taskminer,C,git,https://github.com/phramos07/taskminer.git,0,-2998015,1f9515acbb3acc9a8fa5ed8f054cfaec4b1209cf,,RS,autofail.sh,,,Autobuild,Fail,
7900,SamirKhansa/Parallelizing-Matrix-Multiplication-using-pthreads-and-OpenMP,C,git,https://github.com/SamirKhansa/Parallelizing-Matrix-Multiplication-using-pthreads-and-OpenMP.git,0,4601985,4095d453029cedb3b25d0aa122b0a2477a2dd8a2,,RS,autofail.sh,,,Autobuild,Fail,
6195,JaiJaveria/Parallel_Crout_Decomposition,C,git,https://github.com/JaiJaveria/Parallel_Crout_Decomposition.git,0,-2958015,a591b8c2da9e4faf95aef80b08c5c8ba7011eaa4,,RS,autofail.sh,,,Autobuild,Fail,
6192,AsielTrejo/BlurringEffect,C,git,https://github.com/AsielTrejo/BlurringEffect.git,0,-2948015,7b59d33fc92255c60b33a0fa4c902b271058cc74,,RS,autofail.sh,,,Autobuild,Fail,
6159,genericbrian/Parallel-Programming,C,git,https://github.com/genericbrian/Parallel-Programming.git,0,-2838015,97de11b9745ee2838f8225985fceed83e8745db7,,RS,autofail.sh,,,Autobuild,Fail,
6128,Bingbo95/openMPtest,C++,git,https://github.com/Bingbo95/openMPtest.git,0,-2728015,67a94c68a8ce3927311f704294b1c9c80b836df3,,RS,autofail.sh,,,Autobuild,Fail,
7911,VictorSCamargo/multithread-posix-openmp,C,git,https://github.com/VictorSCamargo/multithread-posix-openmp.git,0,4571985,bbbfadbe5a56c548d8457c09e145f50b3bb000e7,,RS,autofail.sh,,,Autobuild,Fail,
6133,SienaCSISParallelProcessing/openmp-directives,C,git,https://github.com/SienaCSISParallelProcessing/openmp-directives.git,0,-2738015,50239e37765170e9408b94449c2aa93027664b08,,RS,autofail.sh,,,Autobuild,Fail,
6113,talorsabatani/Cipher-Project,C,git,https://github.com/talorsabatani/Cipher-Project.git,0,-2668015,7802fac29d004109755dec6cdb652eea0ef0bb0d,,RS,autofail.sh,,,Autobuild,Fail,
7916,JuliaRecalde/HistogramaSPD,C,git,https://github.com/JuliaRecalde/HistogramaSPD.git,0,4541985,2981a3c3d92006a9494d28dca810af29faf8aaf3,,RS,autofail.sh,,,Autobuild,Fail,
6158,sahildahake1998/paralle_openMPI,C,git,https://github.com/sahildahake1998/paralle_openMPI.git,0,-2828015,7de8f6fa0a079bb91599117b9593ad0e7f74977b,,RS,autofail.sh,,,Autobuild,Fail,
6154,Lakoc/Mandelbrot_set_OpenMP,C++,git,https://github.com/Lakoc/Mandelbrot_set_OpenMP.git,0,-2808015,f70a03d289cd268194b0ef4cb0de218c602114d5,,RS,default_cmake.sh,,FALSCH,Autobuild,Success,
6151,MiRaCLeXeoN/Primary-K-Means-algorithm,C++,git,https://github.com/MiRaCLeXeoN/Primary-K-Means-algorithm.git,0,-2798015,2f4f0ca23c652136d535f44d446544a69df88b59,,RS,default_cmake.sh,,FALSCH,Autobuild,Success,
6135,SienaCSISParallelProcessing/openmp-hello,C,git,https://github.com/SienaCSISParallelProcessing/openmp-hello.git,0,-2748015,5d717397577520f80eacf7f0b0b899a4cdba795f,,RS,default_make.sh,,FALSCH,Autobuild,Success,
7909,SFSU-Bethel-Instructional/vmmul-omp-harness-instructional,C++,git,https://github.com/SFSU-Bethel-Instructional/vmmul-omp-harness-instructional.git,0,4631985,e1b94206b1483b861c3119b23a6b0f27e646f412,,RS,default_cmake.sh,,FALSCH,Autobuild,Success,
6137,rohitkatariya/mpi-openmp-parallel-sort,C++,git,https://github.com/rohitkatariya/mpi-openmp-parallel-sort.git,0,-2748015,f041e26ffcebd4e7fc2f1341964e22cbb3c12f10,,RS,autofail.sh,,,Autobuild,Fail,
6214,kamil271e/ffnn-parallel-computing,C++,git,https://github.com/kamil271e/ffnn-parallel-computing.git,0,3381985,05a21f5811719bde990e780e9c60fcdaf622c9c3,,RS,default_make.sh,,FALSCH,Autobuild,Success,
6282,lifelover111/Sorting,C++,git,https://github.com/lifelover111/Sorting.git,0,3141985,b09e42b864b10df8b94608bf36eaaaca0fe800b0,,RS,autofail.sh,,,Autobuild,Fail,
6278,btobto/elfak-parallel-computing,C++,git,https://github.com/btobto/elfak-parallel-computing.git,0,3161985,0606e070e4b4bd655a0ed1deee6a48b5ecb70739,,RS,autofail.sh,,,Autobuild,Fail,
7877,ClearlyKyle/grafika,C,git,https://github.com/ClearlyKyle/grafika.git,0,4641985,5b6446186018666882f292aa0aef1ff4d94808af,,RS,autofail.sh,,,Autobuild,Fail,
6267,MoayadR/Parallel-Computing,C,git,https://github.com/MoayadR/Parallel-Computing.git,0,3201985,a36ddcbd07bb790bd530992917856fe88b2e8a7d,,RS,autofail.sh,,,Autobuild,Fail,
6261,anudeep512/PThread-vs-OpenMP,C++,git,https://github.com/anudeep512/PThread-vs-OpenMP.git,0,3211985,a7e881d30c4a52b8698a512080ca9eeaf6044386,,RS,autofail.sh,,,Autobuild,Fail,
6258,GregoireLamb/bopc_OpenMP,C,git,https://github.com/GregoireLamb/bopc_OpenMP.git,0,3241985,91a32627c519c190395a91ab076dc6acd06a5a67,,RS,autofail.sh,,,Autobuild,Fail,
6309,lioravd/Salt-Shaker_OpenMP,C,git,https://github.com/lioravd/Salt-Shaker_OpenMP.git,0,3071985,c449b33e40e076b1b55f9c9a2a9e7f07a428f665,,RS,autofail.sh,,,Autobuild,Fail,
6304,ViniRamon1/BubbleSort,C,git,https://github.com/ViniRamon1/BubbleSort.git,0,3081985,17322202ec668def72eeb84f9c0acfbd98ad6969,,RS,autofail.sh,,,Autobuild,Fail,
6287,DALLI-KAKTUS/our-learning-curve-of-openmp,C,git,https://github.com/DALLI-KAKTUS/our-learning-curve-of-openmp.git,0,3131985,184e4bc0d0bdb0c826de561555f72516bb3edaac,,RS,autofail.sh,,,Autobuild,Fail,
6293,kryko08/ParallelPrefixSum,C++,git,https://github.com/kryko08/ParallelPrefixSum.git,0,3111985,d413848e4ace1237f65fe0534325280ce849c719,,RS,autofail.sh,,,Autobuild,Fail,
7874,lollerfirst/mandelbrot-renderer,C++,git,https://github.com/lollerfirst/mandelbrot-renderer.git,0,4641985,57fbc22550ca649608fce8205f1e27be8ed1623d,,RS,autofail.sh,,,Autobuild,Fail,
6215,nick-botticelli/c-ray-tracer,C,git,https://github.com/nick-botticelli/c-ray-tracer.git,0,3381985,221d294a1702cb534ca9e58c8d21a63e1092a9a5,,RS,default_make.sh,,FALSCH,Autobuild,Success,
6232,nicoaguerrero/Parallel-block-matrix-multiplication,C,git,https://github.com/nicoaguerrero/Parallel-block-matrix-multiplication.git,0,3311985,13aa5a34452ecd63fa4066b0f53a5fc1471f4806,,RS,autofail.sh,,,Autobuild,Fail,
6228,dimimal/cluster-computing-exercises,C,git,https://github.com/dimimal/cluster-computing-exercises.git,0,3331985,bffdcd62681bfd17c9967a4649c69e41695425b8,,RS,autofail.sh,,,Autobuild,Fail,
6233,Mistral5/OpenMP-Quicksort,C,git,https://github.com/Mistral5/OpenMP-Quicksort.git,0,3311985,b86156f833f095d00e57e71ccc0b32ddaaa3bb5c,,RS,autofail.sh,,,Autobuild,Fail,
7888,chloegem/ParallelLab2,C,git,https://github.com/chloegem/ParallelLab2.git,0,4611985,2d086134e39317b901e844643bb36602495fc79b,,RS,autofail.sh,,,Autobuild,Fail,
6217,GabrieleInvernizzi/smooth_life,C,git,https://github.com/GabrieleInvernizzi/smooth_life.git,0,3361985,fd094c75e539ea6201cc5df27a9acabfa74139a7,,RS,autofail.sh,,,Autobuild,Fail,
6256,nagard98/openmp-exercises,C++,git,https://github.com/nagard98/openmp-exercises.git,0,3251985,834299e25d869fa1f8c958aabd41e6af88fb4e62,,RS,autofail.sh,,,Autobuild,Fail,
6253,sergeyIvchenko/Lab4Parralel,C++,git,https://github.com/sergeyIvchenko/Lab4Parralel.git,0,3251985,2f7c6630c35046e615cd9c2bb551b303ab64902f,,RS,autofail.sh,,,Autobuild,Fail,
6250,sapross/ParallelScan,C++,git,https://github.com/sapross/ParallelScan.git,0,3261985,c234561f44450b42c947ad937d210bceb1740ed9,,RS,autofail.sh,,,Autobuild,Fail,
6235,gMerm/Function-Approximation-with-k-Nearest-Neighbours,C,git,https://github.com/gMerm/Function-Approximation-with-k-Nearest-Neighbours.git,0,3311985,cf8e9ac9e258bd8b9f96455ab6d2c5aa3a9a5056,,RS,autofail.sh,,,Autobuild,Fail,
6240,elhambbi/HPC,C,git,https://github.com/elhambbi/HPC.git,0,3291985,e00f1391b405435b6cd2cb7bbdc9e62e0d2acea1,,RS,autofail.sh,,,Autobuild,Fail,
6237,alessandrocasalino/OpenMP_Benchmark,C++,git,https://github.com/alessandrocasalino/OpenMP_Benchmark.git,0,3301985,09d3d3241d8849a11405f0b915427c8ec7f0a207,,RS,default_cmake.sh,,FALSCH,Autobuild,Success,
7774,Lichthagel/advent-of-code-2015,C++,git,https://github.com/Lichthagel/advent-of-code-2015.git,0,4861985,613c00471f3f26f3f0d1e46788dafe3934210ef8,,RS,default_cmake.sh,,FALSCH,Autobuild,Success,
5979,Wallmountain/ant-algorithm-with-MPI-and-OPENMP,C,git,https://github.com/Wallmountain/ant-algorithm-with-MPI-and-OPENMP.git,0,-2328015,d63048c8f84128c3a93790307856e634d2fdbe88,,RS,autofail.sh,,,Autobuild,Fail,
7948,Perekhod/Parallel-matrix-multiplication-with-OpenMP,C++,git,https://github.com/Perekhod/Parallel-matrix-multiplication-with-OpenMP.git,0,4441985,6ee743f0eb7c6d134c8f1f74fa9ffd1f437ea038,,RS,autofail.sh,,,Autobuild,Fail,
5968,amadou38/PowerIt_Deflation_OpenMP,C++,git,https://github.com/amadou38/PowerIt_Deflation_OpenMP.git,0,-2308015,67b19a19712a46281f2de93b2c0cecde947c3e06,,RS,autofail.sh,,,Autobuild,Fail,
5963,ssssmiyassss/openmp_test,C++,git,https://github.com/ssssmiyassss/openmp_test.git,0,-2298015,a55a3cc41439b8d2cbc1ae45f8115f4d8fb40b91,,RS,autofail.sh,,,Autobuild,Fail,
5958,IAMIQBAL/3DES-Parallel-OpenMP,C++,git,https://github.com/IAMIQBAL/3DES-Parallel-OpenMP.git,0,-2288015,df0388e1977436bf9aabbb876e7fdf75b869aec4,,RS,autofail.sh,,,Autobuild,Fail,
5983,PatrykStronski/OpenMP_1-3,C++,git,https://github.com/PatrykStronski/OpenMP_1-3.git,0,-2338015,80964a548a64be62154fb967137acc7c590b7622,,RS,autofail.sh,,,Autobuild,Fail,
6003,RolfAF/dna,C++,git,https://github.com/RolfAF/dna.git,0,-2378015,3ced7ed7ca5ccf94bc69da6f535a7cf95754fce8,,RS,autofail.sh,,,Autobuild,Fail,
5999,AmrAhmed11/OpenMPI,C,git,https://github.com/AmrAhmed11/OpenMPI.git,0,-2378015,e2a20b67780f1e26d53a861c7331807c02038e1b,,RS,autofail.sh,,,Autobuild,Fail,
5994,auyu0408/OpenMPpractice,C,git,https://github.com/auyu0408/OpenMPpractice.git,0,-2368015,197b355baf404302643fa8249a710675c5a52f08,,RS,autofail.sh,,,Autobuild,Fail,
5991,Mikhail11235/openmp,C++,git,https://github.com/Mikhail11235/openmp.git,0,-2358015,8955faa6f4d217ab0ace3b194ef06971f6b9f577,,RS,autofail.sh,,,Autobuild,Fail,
5987,tyyu3/openmpi-dot-product,C++,git,https://github.com/tyyu3/openmpi-dot-product.git,0,-2358015,9d323fc2592eef5bcbe0df717a0a1fd58e6b4578,,RS,autofail.sh,,,Autobuild,Fail,
5953,harshnagarkar/OpenMP-MACD-performance-evaluator,C,git,https://github.com/harshnagarkar/OpenMP-MACD-performance-evaluator.git,0,-2258015,2709de5222f9c047f4e7e0f3b6fa7a506421d1d0,,RS,default_make.sh,,FALSCH,Autobuild,Success,
7959,HatataMakuna/rle-openmp,C++,git,https://github.com/HatataMakuna/rle-openmp.git,0,4411985,a91362282d0005c0fefccc96caaf792804aa30d2,,RS,autofail.sh,,,Autobuild,Fail,
7961,Noam0/Parallel-Dijkstra-s-algorithm,C,git,https://github.com/Noam0/Parallel-Dijkstra-s-algorithm.git,0,4401985,474116246ce94b9d3deff124c1143afb72ea3173,,RS,autofail.sh,,,Autobuild,Fail,
5916,ericlamnguyen/Map-Reduce-with-MPI-and-OpenMP,C++,git,https://github.com/ericlamnguyen/Map-Reduce-with-MPI-and-OpenMP.git,0,-2118015,9da0ae374a2916b77f5a97fe9e8d9ce6f10dc025,,RS,autofail.sh,,,Autobuild,Fail,
5913,tsw303005/Parallel-Programming,C++,git,https://github.com/tsw303005/Parallel-Programming.git,0,-2118015,0d1d46802dfb146b6d0933ee58711d9cad4b9dd6,,RS,autofail.sh,,,Autobuild,Fail,
7964,jaxelc92/mandelbrot-set,C,git,https://github.com/jaxelc92/mandelbrot-set.git,0,4391985,8caa77071a13f50e6a2012ef8211461b24e914d6,,RS,autofail.sh,,,Autobuild,Fail,
5929,monellz/libgomp-aid,C,git,https://github.com/monellz/libgomp-aid.git,0,-2158015,6b7028ffd1354d3580281cb8ecd10dfa08028d79,,RS,autofail.sh,,,Autobuild,Fail,
7953,ShimshonDan/openMP,C++,git,https://github.com/ShimshonDan/openMP.git,0,4431985,899d7031b42f95a8f2de7742a78f953c289f4cc8,,RS,autofail.sh,,,Autobuild,Fail,
7955,leonardocreatus/pp-openmpi-rust,C,git,https://github.com/leonardocreatus/pp-openmpi-rust.git,0,4411985,99e96ddfaa574147fae329cad9e14069899f5d45,,RS,autofail.sh,,,Autobuild,Fail,
5942,t-owl/OpenMP-Pollen,C,git,https://github.com/t-owl/OpenMP-Pollen.git,0,-2218015,b452ddda42a94c900d6711f4be02ab3b04544a77,,RS,autofail.sh,,,Autobuild,Fail,
5938,jellothere/Gaussian-blur-and-Sobel-operator,C++,git,https://github.com/jellothere/Gaussian-blur-and-Sobel-operator.git,0,-2198015,1cddee675497bc8ce573847c592d2fd2215da38a,,RS,default_make.sh,,FALSCH,Autobuild,Success,
5934,firehawk23/Parallel-Programming,C,git,https://github.com/firehawk23/Parallel-Programming.git,0,-2178015,acbae6af31955cae308f132c131ba203cd95447a,,RS,autofail.sh,,,Autobuild,Fail,
6007,alexander-mipt/OpenMP,C,git,https://github.com/alexander-mipt/OpenMP.git,0,-2398015,48a24e2ff9fa02852674256f6873e821e992bb72,,RS,autofail.sh,,,Autobuild,Fail,
6081,Akshay-jain22/K-Means-Clustering,C++,git,https://github.com/Akshay-jain22/K-Means-Clustering.git,0,-2558015,7fa27b82610599ed856d84dac9ce77e0812112b7,,RS,autofail.sh,,,Autobuild,Fail,
6076,Shaunak04/PDC-Parallel-Encryption-Algorithms,C,git,https://github.com/Shaunak04/PDC-Parallel-Encryption-Algorithms.git,0,-2548015,3609e53049bb9b1255e2f79df8fa54be32c9fcee,,RS,autofail.sh,,,Autobuild,Fail,
6069,bhatushar/sieve-of-eratosthenes,C++,git,https://github.com/bhatushar/sieve-of-eratosthenes.git,0,-2538015,06a06453931f223f52b9b8b8793bcec4db13413a,,RS,autofail.sh,,,Autobuild,Fail,
6067,Andresgj98/Reto_2,C++,git,https://github.com/Andresgj98/Reto_2.git,0,-2538015,5af12b7a50387324d340de84b1c32dd88cb67797,,RS,autofail.sh,,,Autobuild,Fail,
6064,Victor-Fiamoncini/pad_openmp,C++,git,https://github.com/Victor-Fiamoncini/pad_openmp.git,0,-2528015,cd5712e59d9211f5de56da116acc2829dd8d576c,,RS,autofail.sh,,,Autobuild,Fail,
6084,IanoMaciel/quicksort-openMp,C,git,https://github.com/IanoMaciel/quicksort-openMp.git,0,-2558015,0607126bb17995ef9a819390dbe5c812317d6f0f,,RS,autofail.sh,,,Autobuild,Fail,
6102,Andresgj98/OpenMP,C++,git,https://github.com/Andresgj98/OpenMP.git,0,-2628015,d3d9a51e90e8df5759278320245603c4e1a02e85,,RS,autofail.sh,,,Autobuild,Fail,
6098,josephloochunhoe/parallel-computing,C,git,https://github.com/josephloochunhoe/parallel-computing.git,0,-2598015,5e30f2041ff8d362a8ac22ce09341994e2aefc16,,RS,autofail.sh,,,Autobuild,Fail,
6094,wildDoubt/parallel-programming,C++,git,https://github.com/wildDoubt/parallel-programming.git,0,-2598015,9d3bf7202e3ad7bc3793c748f4767dd01d3ecd61,,RS,autofail.sh,,,Autobuild,Fail,
6091,logarithm27/Mandelbrot_Fractal_Set_Parallelism,C,git,https://github.com/logarithm27/Mandelbrot_Fractal_Set_Parallelism.git,0,-2588015,ef22a41dd1f1794962a318c5e0e83634bd70519b,,RS,autofail.sh,,,Autobuild,Fail,
6087,gabriellramos/lista-openmp-concorrente,C,git,https://github.com/gabriellramos/lista-openmp-concorrente.git,0,-2578015,68cebd7e872737ce322448a7b2ec75f814d7130d,,RS,autofail.sh,,,Autobuild,Fail,
6060,alireza-safdari/OpenMP_GaussianProcessRegression,C++,git,https://github.com/alireza-safdari/OpenMP_GaussianProcessRegression.git,0,-2518015,a02821909d338fb874fed385a25c96ce67c267f9,,RS,autofail.sh,,,Autobuild,Fail,
7940,BrunoLafaiete/prog_paralela_distribuida,C,git,https://github.com/BrunoLafaiete/prog_paralela_distribuida.git,0,4461985,66ef99b070cac9663e77e576e6b73d1fcb27cc50,,RS,autofail.sh,,,Autobuild,Fail,
6023,aryanchandrakar/Parallel_Distributed_Computing,C,git,https://github.com/aryanchandrakar/Parallel_Distributed_Computing.git,0,-2438015,382731bb765f6fca3b75926f26f87059f6e52fda,,RS,autofail.sh,,,Autobuild,Fail,
6019,topanitanw/graph500_openmp,C,git,https://github.com/topanitanw/graph500_openmp.git,0,-2438015,99ba1c0ba387641caefad7c372c83cbe2e05af68,,RS,autofail.sh,,,Autobuild,Fail,
6016,Filipe-Santos522/CSPH-Labs,C++,git,https://github.com/Filipe-Santos522/CSPH-Labs.git,0,-2428015,550eaaf782b49d35008b9f20b22cb24dcad4b4be,,RS,autofail.sh,,,Autobuild,Fail,
6012,iownit15/Parallelized-RSA-Algorithm,C++,git,https://github.com/iownit15/Parallelized-RSA-Algorithm.git,0,-2418015,580b3d24c85ed56b4a8edf14519cef657b354521,,RS,autofail.sh,,,Autobuild,Fail,
6029,BenjaminWang236/coen-319-paralllel-power-method-linear-solver,C++,git,https://github.com/BenjaminWang236/coen-319-paralllel-power-method-linear-solver.git,0,-2448015,fc6b05335d94f99165cd23d3ff5e9eb8941ab31a,,RS,autofail.sh,,,Autobuild,Fail,
6056,alice890308/Parallel-Programming,,git,https://github.com/alice890308/Parallel-Programming.git,0,-2518015,fefe314aac4960bba099fbac2cb10f9aa10ee3f0,,RS,autofail.sh,,,Autobuild,Fail,
7933,YuvrajTalukdar/openmp_gpu_offloading,C++,git,https://github.com/YuvrajTalukdar/openmp_gpu_offloading.git,0,4491985,b28e20591ad70ce02b217e359d87ae34f5c57673,,RS,autofail.sh,,,Autobuild,Fail,
6044,BruceGliff/OpenMP-learning,C,git,https://github.com/BruceGliff/OpenMP-learning.git,0,-2498015,24a66a77b91a315f5983b9cfb900f4354c1cd459,,RS,autofail.sh,,,Autobuild,Fail,
6039,Gildson/openMP,C,git,https://github.com/Gildson/openMP.git,0,-2468015,039ae4e4bc13ce4dcf2f7bd79faee17c56e2627d,,RS,autofail.sh,,,Autobuild,Fail,
6034,KotaIkehara/parallel-matvec,C,git,https://github.com/KotaIkehara/parallel-matvec.git,0,-2458015,32d94aa56562ea7f7265f2efa7dc5e6cfd7ca1f1,,RS,autofail.sh,,,Autobuild,Fail,
6315,anascodes-bot/PARALLEL_SORTING_OPENMP,C++,git,https://github.com/anascodes-bot/PARALLEL_SORTING_OPENMP.git,0,3041985,1b1221a8b602faec687669fdcbac080b74447dac,,RS,autofail.sh,,,Autobuild,Fail,
6593,jalal-elzein/Matrix-Multiplication-Parallelization,C++,git,https://github.com/jalal-elzein/Matrix-Multiplication-Parallelization.git,0,02.10.8284,d99e1d7905947dbb0d7e6101f692ca3b26e0617d,,RS,autofail.sh,,,Autobuild,Fail,
7806,aldosanchez2002/PA3-Parallel-OpenMP-Data-Decomposition-,C,git,https://github.com/aldosanchez2002/PA3-Parallel-OpenMP-Data-Decomposition-.git,0,4801985,b16f14fdbe5388806f8ac4e82949da27410fa644,,RS,autofail.sh,,,Autobuild,Fail,
6586,jmr551/OpenMP,C,git,https://github.com/jmr551/OpenMP.git,0,19.02.8312,1b52f68460b455e5a0d54286aca055c6c108cb4c,,RS,autofail.sh,,,Autobuild,Fail,
6582,nadinehjaafar/openMP-matrix-multip,C,git,https://github.com/nadinehjaafar/openMP-matrix-multip.git,0,19.02.8312,44923d7254be1a1aa0e5acb3f83b68528e771cc0,,RS,autofail.sh,,,Autobuild,Fail,
7809,anaradovanovic01/Multiprocessor-Systems-OpenMP,C,git,https://github.com/anaradovanovic01/Multiprocessor-Systems-OpenMP.git,0,4791985,89b342568bcef82f11c09d2947ea3cd787482a3a,,RS,autofail.sh,,,Autobuild,Fail,
6595,MEI-CP/lab04-game-of-life-openmp-SebastiaoJeronimo,C,git,https://github.com/MEI-CP/lab04-game-of-life-openmp-SebastiaoJeronimo.git,0,17.05.8257,abfd8c492030dbeb1267e51660a7bddd61218e4a,,RS,default_make.sh,,FALSCH,Autobuild,Success,
6617,qnicolas/CS267-hw2.1,C++,git,https://github.com/qnicolas/CS267-hw2.1.git,0,05.05.8038,4f68d4f13b828385b39e1f7dc2cef1e3a1c50939,,RS,default_cmake.sh,,FALSCH,Autobuild,Success,
