,Code,Language,Type,URL,Stars,PushDate,usedHash,buildScript,expert
2532.0,joaomlneto/cpds-heat,C,git,https://github.com/joaomlneto/cpds-heat.git,7.0,9602383,,,
2528.0,stbrumme/eratosthenes,C++,git,https://github.com/stbrumme/eratosthenes.git,7.0,9612383,,,
6458.0,rzambre/bspmm,C,git,https://github.com/rzambre/bspmm.git,7.0,26.05.9270,,,
4323.0,HxnDev/Consensus-Problem-using-OpenMP,C++,git,https://github.com/HxnDev/Consensus-Problem-using-OpenMP.git,7.0,-3638015,,,
818.0,ashwinipokle/dimensionality-reduction,C++,git,https://github.com/ashwinipokle/dimensionality-reduction.git,7.0,-3177617,,,
5981.0,joeladams/patternlets,C++,git,https://github.com/joeladams/patternlets.git,6.0,-2338015,,,
4132.0,sahmad98/vstring,C++,git,https://github.com/sahmad98/vstring.git,6.0,-10038015,,,
3579.0,colleeneb/openmp_offload_and_blas,C,git,https://github.com/colleeneb/openmp_offload_and_blas.git,6.0,-8048015,,,
258.0,kckishan/Floyd-Warshall-algorithm-OpenMP,C,git,https://github.com/kckishan/Floyd-Warshall-algorithm-OpenMP.git,6.0,28.10.6478,,,
6948.0,Timo-Schrader/OpenCL-N-Body-Simulation,C++,git,https://github.com/Timo-Schrader/OpenCL-N-Body-Simulation.git,6.0,28.07.5382,,,
2414.0,markjolah/Mappel,C++,git,https://github.com/markjolah/Mappel.git,6.0,9962383,,,
4544.0,GustavoSilvera/FourierDraw,C++,git,https://github.com/GustavoSilvera/FourierDraw.git,6.0,-4508015,,,
7239.0,ikozyris/yocto,C++,git,https://github.com/ikozyris/yocto.git,6.0,6141985,,,
938.0,dmitrydonchenko/Block-Matrix-Multiplication-OpenMP,C++,git,https://github.com/dmitrydonchenko/Block-Matrix-Multiplication-OpenMP.git,6.0,-4867617,,,
6707.0,Pmoonesi/multicore-processing-fcnn,C,git,https://github.com/Pmoonesi/multicore-processing-fcnn.git,6.0,20.12.7216,,,
5097.0,Shivanshu-Gupta/Parallel-Sudoku-Solver,C,git,https://github.com/Shivanshu-Gupta/Parallel-Sudoku-Solver.git,6.0,-6298015,,,
4226.0,fmorenovr/ComputerScience_UCSP,C++,git,https://github.com/fmorenovr/ComputerScience_UCSP.git,6.0,-3138015,,,
7412.0,puzzlef/leiden-communities-openmp,C++,git,https://github.com/puzzlef/leiden-communities-openmp.git,5.0,5881985,,,
1013.0,abhishek4747/openmp-sort,C++,git,https://github.com/abhishek4747/openmp-sort.git,5.0,-5767617,,,
6744.0,passlab/ompparser,C++,git,https://github.com/passlab/ompparser.git,5.0,20.10.6915,,,
2469.0,minar09/parallel-computing,C,git,https://github.com/minar09/parallel-computing.git,5.0,9802383,,,
6641.0,abhi4578/Parallelization-of-PSO,C,git,https://github.com/abhi4578/Parallelization-of-PSO.git,5.0,20.07.7764,,,
2745.0,BrutPitt/PerlinNoise4D,C,git,https://github.com/BrutPitt/PerlinNoise4D.git,5.0,8912383,,,
1943.0,jefflarkin/GTC16-S6510,C,git,https://github.com/jefflarkin/GTC16-S6510.git,5.0,3512383,,,
7104.0,KonstantinosKr/delta,C++,git,https://github.com/KonstantinosKr/delta.git,5.0,06.05.3849,,,
2361.0,Ligh7bringer/Nbody-parallel,C++,git,https://github.com/Ligh7bringer/Nbody-parallel.git,5.0,10282383,,,
54.0,evanpurkhiser/CS-OpenMPExperiments,C,git,https://github.com/evanpurkhiser/CS-OpenMPExperiments.git,5.0,10582781,,,
4461.0,buraksekili/Sinkhorn-Knopp-scaling,C++,git,https://github.com/buraksekili/Sinkhorn-Knopp-scaling.git,5.0,-4238015,,,
5520.0,adamtuft/otter,C,git,https://github.com/adamtuft/otter.git,5.0,-838015,,,
4136.0,pulp-platform/pulp-libgomp,C,git,https://github.com/pulp-platform/pulp-libgomp.git,5.0,-10068015,,,
5323.0,penzn/omp-wasi-parallel,C,git,https://github.com/penzn/omp-wasi-parallel.git,5.0,-218015,,,
5853.0,jinaojakezhang/FEDFEMBioheat,C++,git,https://github.com/jinaojakezhang/FEDFEMBioheat.git,5.0,-1938015,,,
3379.0,USCbiostats/r-parallel-benchmark,C++,git,https://github.com/USCbiostats/r-parallel-benchmark.git,5.0,-7408015,,,
2938.0,austin880625/Levelset-Fluid-Sim,C++,git,https://github.com/austin880625/Levelset-Fluid-Sim.git,5.0,8102383,,,
2381.0,Tecnarca/CPU-GPU-speed-comparison,C++,git,https://github.com/Tecnarca/CPU-GPU-speed-comparison.git,4.0,10142383,,,
5234.0,AndreasKaratzas/neural-network,C++,git,https://github.com/AndreasKaratzas/neural-network.git,4.0,16.11.2370,,,
2462.0,vitumenezes/matrix-multiplication-pthreads-OpenMP,C,git,https://github.com/vitumenezes/matrix-multiplication-pthreads-OpenMP.git,4.0,9812383,,,
2111.0,prsousa/TomSeg,C++,git,https://github.com/prsousa/TomSeg.git,4.0,16.09.8203,,,
4220.0,ninasiam/ASCPD,C++,git,https://github.com/ninasiam/ASCPD.git,4.0,-3098015,,,
6987.0,cterboven/OpenMP-tutorial-PRACE-2022,C,git,https://github.com/cterboven/OpenMP-tutorial-PRACE-2022.git,4.0,09.01.5054,,,
7515.0,real-space/AngstromCube,C++,git,https://github.com/real-space/AngstromCube.git,4.0,5591985,,,
1488.0,mohamso/icpads14,C,git,https://github.com/mohamso/icpads14.git,4.0,5632383,,,
1637.0,UoB-HPC/advanced-hpc-examples,C,git,https://github.com/UoB-HPC/advanced-hpc-examples.git,4.0,4992383,,,
7905.0,pkestene/tsp,C++,git,https://github.com/pkestene/tsp.git,4.0,4591985,,,
7758.0,smhhoseinee/genetic_algorithm_parallel_using_openmp,C++,git,https://github.com/smhhoseinee/genetic_algorithm_parallel_using_openmp.git,4.0,4901985,,,
6704.0,ulises-jeremias/fft-parallel,C,git,https://github.com/ulises-jeremias/fft-parallel.git,4.0,23.09.7271,,,
2052.0,jandres742/omp2cd,C++,git,https://github.com/jandres742/omp2cd.git,4.0,24.09.9216,,,
4411.0,ashishpoudel995/Parallelization-of-DES-Algorithm-Using-Open-MP,C++,git,https://github.com/ashishpoudel995/Parallelization-of-DES-Algorithm-Using-Open-MP.git,4.0,-4048015,,,
103.0,scriptkid85/OpenMPI-Kmeans,C,git,https://github.com/scriptkid85/OpenMPI-Kmeans.git,4.0,8862781,,,
4792.0,cterboven/OpenMP-tutorial-PRACE,C,git,https://github.com/cterboven/OpenMP-tutorial-PRACE.git,4.0,-5358015,,,
2666.0,dush1729/Prime-Factorization-of-Large-Integers,C++,git,https://github.com/dush1729/Prime-Factorization-of-Large-Integers.git,4.0,9212383,,,
3646.0,AshkanGoharfar/Openmp_prefix_sum_Hillis_Steele_algorithm,C++,git,https://github.com/AshkanGoharfar/Openmp_prefix_sum_Hillis_Steele_algorithm.git,4.0,-8228015,,,
8153.0,aleon1138/mars,C++,git,https://github.com/aleon1138/mars.git,4.0,3641985,,,
7602.0,openmpf/openmpf-cpp-component-sdk,C++,git,https://github.com/openmpf/openmpf-cpp-component-sdk.git,4.0,6101985,,,
251.0,Jordan0605/OpenMP,C,git,https://github.com/Jordan0605/OpenMP.git,4.0,01.08.6533,,,
1885.0,memaskal/sequence-alignment,C++,git,https://github.com/memaskal/sequence-alignment.git,4.0,3852383,,,
3661.0,HenryZh47/lidar-depth-image-renderer,C++,git,https://github.com/HenryZh47/lidar-depth-image-renderer.git,3.0,-8248015,,,
747.0,OpenMPToolsInterface/ompt-test-suite,C++,git,https://github.com/OpenMPToolsInterface/ompt-test-suite.git,3.0,-2507617,,,
1865.0,ebardes/cluster,C,git,https://github.com/ebardes/cluster.git,3.0,3932383,,,
1593.0,flwende/simd_benchmarks,C++,git,https://github.com/flwende/simd_benchmarks.git,3.0,5192383,,,
666.0,meetps/ME-766,C++,git,https://github.com/meetps/ME-766.git,3.0,-1567617,,,
6962.0,adityakaria/5-Sem,C,git,https://github.com/adityakaria/5-Sem.git,3.0,20.01.5273,,,
6876.0,Daniellayeghi/OptimisationBasedControl,C++,git,https://github.com/Daniellayeghi/OptimisationBasedControl.git,3.0,26.02.5930,,,
6943.0,hiotareq/OpenMP_Intro,C++,git,https://github.com/hiotareq/OpenMP_Intro.git,3.0,14.12.5409,,,
4358.0,Michael-Beukman/OpenMPQuicksort,C++,git,https://github.com/Michael-Beukman/OpenMPQuicksort.git,3.0,-3768015,,,
1217.0,kianenigma/pmms-heat-dissipation,C,git,https://github.com/kianenigma/pmms-heat-dissipation.git,3.0,6872383,,,
4952.0,wipping/openMP_demo,C,git,https://github.com/wipping/openMP_demo.git,3.0,-5878015,,,
4489.0,grandma-tutorial/OpenMPI-tutorial,C++,git,https://github.com/grandma-tutorial/OpenMPI-tutorial.git,3.0,-4358015,,,
4519.0,yzhaiustc/Optimizing-DGEMV-on-Intel-CPUs,C,git,https://github.com/yzhaiustc/Optimizing-DGEMV-on-Intel-CPUs.git,3.0,-4418015,,,
940.0,ozeron/life,C++,git,https://github.com/ozeron/life.git,3.0,-4887617,,,
4769.0,jackshendrikov/parallel-programming,C++,git,https://github.com/jackshendrikov/parallel-programming.git,3.0,-5268015,,,
992.0,artjomsimon/go-bots,C,git,https://github.com/artjomsimon/go-bots.git,3.0,-5567617,,,
3870.0,Berezniker/Fox_algorithm,C,git,https://github.com/Berezniker/Fox_algorithm.git,3.0,-9088015,,,
1539.0,ankitsultana/parallel-df,C++,git,https://github.com/ankitsultana/parallel-df.git,3.0,5432383,,,
1475.0,maxis42/Parallel-computing-Coursera,C++,git,https://github.com/maxis42/Parallel-computing-Coursera.git,3.0,5682383,,,
1439.0,dklyuchinskiy/CFD-Godunov-scheme-1D-with-MPI,C++,git,https://github.com/dklyuchinskiy/CFD-Godunov-scheme-1D-with-MPI.git,3.0,5812383,,,
5326.0,a-velasco/raytracer,C++,git,https://github.com/a-velasco/raytracer.git,3.0,-238015,,,
1364.0,LucaAngioloni/ParallelComputingExam,C,git,https://github.com/LucaAngioloni/ParallelComputingExam.git,3.0,6052383,,,
4192.0,ogarmpis/Game-of-Life,C,git,https://github.com/ogarmpis/Game-of-Life.git,3.0,-10268015,,,
7295.0,beejjorgensen/goatbrot,C,git,https://github.com/beejjorgensen/goatbrot.git,3.0,6071985,,,
6368.0,weilun-chiu/dbscan,C++,git,https://github.com/weilun-chiu/dbscan.git,3.0,08.08.9790,,,
2128.0,Spartee/Matrix-Multiplication-C,C,git,https://github.com/Spartee/Matrix-Multiplication-C.git,3.0,27.07.8121,,,
379.0,akarazeev/HeatEquation-5sem-MIPT-2016,C,git,https://github.com/akarazeev/HeatEquation-5sem-MIPT-2016.git,3.0,25.02.4480,,,
3224.0,gopal-panigrahi/parallel-programs,C,git,https://github.com/gopal-panigrahi/parallel-programs.git,3.0,-6688015,,,
3124.0,jsc0218/ParallelQuickjoin,C++,git,https://github.com/jsc0218/ParallelQuickjoin.git,3.0,7332383,,,
6219.0,HeartofTheForce/Isosurface,C++,git,https://github.com/HeartofTheForce/Isosurface.git,3.0,3361985,,,
3381.0,ainsleyrutterford/HPC-OpenCL,C,git,https://github.com/ainsleyrutterford/HPC-OpenCL.git,3.0,-7418015,,,
6049.0,hahnjo/CGxx,C,git,https://github.com/hahnjo/CGxx.git,3.0,-2508015,,,
613.0,DmitriyRybalkin/openmpi_samples,C,git,https://github.com/DmitriyRybalkin/openmpi_samples.git,3.0,-1177617,,,
489.0,amosunov/polymult-1.3,C,git,https://github.com/amosunov/polymult-1.3.git,3.0,18.05.2618,,,
533.0,HPC-lab-ITIS/OpenMP-and-MPI,C++,git,https://github.com/HPC-lab-ITIS/OpenMP-and-MPI.git,3.0,01.01.1797,,,
2019.0,muj123-fastpwr/Codes,C++,git,https://github.com/muj123-fastpwr/Codes.git,3.0,14.06.9846,,,
2487.0,passlab/omptrace,C,git,https://github.com/passlab/omptrace.git,3.0,9732383,,,
6126.0,cterboven/OpenMP-tutorial-CSC,C,git,https://github.com/cterboven/OpenMP-tutorial-CSC.git,3.0,-2718015,,,
6589.0,Chang-LeHung/for-loop-task-scheduler,C,git,https://github.com/Chang-LeHung/for-loop-task-scheduler.git,3.0,19.02.8312,,,
5975.0,jmeloranta/libgrid,C,git,https://github.com/jmeloranta/libgrid.git,3.0,-2318015,,,
3364.0,nathanlo99/nart,C,git,https://github.com/nathanlo99/nart.git,3.0,-7338015,,,
391.0,dimagimburg/KMeansAlgorithmSequentialAndParallel,C++,git,https://github.com/dimagimburg/KMeansAlgorithmSequentialAndParallel.git,3.0,04.11.4096,,,
4382.0,fbasatemur/openmp_blockchain,C++,git,https://github.com/fbasatemur/openmp_blockchain.git,2.0,-3918015,,,
4980.0,alejandroBarraza/Fibonacci,C,git,https://github.com/alejandroBarraza/Fibonacci.git,2.0,-5958015,,,
7326.0,AmrHMorsy/Cloth-Simulation,C++,git,https://github.com/AmrHMorsy/Cloth-Simulation.git,2.0,5991985,,,
5112.0,yangxvlin/sequence-alignment-openMP,C++,git,https://github.com/yangxvlin/sequence-alignment-openMP.git,2.0,-6358015,,,
1315.0,Songrui9269/Parallel-Programming-Project-1,C,git,https://github.com/Songrui9269/Parallel-Programming-Project-1.git,2.0,6242383,,,
1304.0,noobcode/High-Performance-Computing,C,git,https://github.com/noobcode/High-Performance-Computing.git,2.0,6302383,,,
4310.0,Dalvikk/contrast_adjuster,C++,git,https://github.com/Dalvikk/contrast_adjuster.git,2.0,-3558015,,,
5956.0,coherent17/Matrix-Multiplication-optimize-by-OpenMP,C,git,https://github.com/coherent17/Matrix-Multiplication-optimize-by-OpenMP.git,2.0,-2278015,,,
5957.0,osovv/openmp-labs,C,git,https://github.com/osovv/openmp-labs.git,2.0,-2288015,,,
2588.0,MiloVahos/Encoder,C++,git,https://github.com/MiloVahos/Encoder.git,2.0,9452383,,,
2767.0,kayjayB/Distributed-Equi-Join,C++,git,https://github.com/kayjayB/Distributed-Equi-Join.git,2.0,8842383,,,
1089.0,shivsundram/raytracer,C++,git,https://github.com/shivsundram/raytracer.git,2.0,-6887617,,,
4643.0,Stavrosfil/vertexwise-triangle-counting,C,git,https://github.com/Stavrosfil/vertexwise-triangle-counting.git,2.0,-4788015,,,
7468.0,5uso/HiPGMC,C,git,https://github.com/5uso/HiPGMC.git,2.0,5691985,,,
6110.0,claudio-bon/sparse-net,C++,git,https://github.com/claudio-bon/sparse-net.git,2.0,-2668015,,,
7493.0,namith1003/Parallel-Boyer-Moore-Search,C,git,https://github.com/namith1003/Parallel-Boyer-Moore-Search.git,2.0,5641985,,,
4713.0,christopheredsall/xthi-isambard-a64fx,C,git,https://github.com/christopheredsall/xthi-isambard-a64fx.git,2.0,-5078015,,,
4832.0,ochapman-code/vortex,C,git,https://github.com/ochapman-code/vortex.git,2.0,-5518015,,,
7359.0,GanpatiRathia/parallel_algorithms,C++,git,https://github.com/GanpatiRathia/parallel_algorithms.git,2.0,5921985,,,
3073.0,grakshith/Parallel-K-means,C++,git,https://github.com/grakshith/Parallel-K-means.git,2.0,7552383,,,
3054.0,Dhanya-Abhirami/Parallel-Dijkstra-Algorithm,C++,git,https://github.com/Dhanya-Abhirami/Parallel-Dijkstra-Algorithm.git,2.0,7642383,,,
3026.0,dingyh0626/PDE-by-OpenMP-MPI,C,git,https://github.com/dingyh0626/PDE-by-OpenMP-MPI.git,2.0,7732383,,,
6032.0,YogaVicky/Parallelization-of-LCS-Algo,C,git,https://github.com/YogaVicky/Parallelization-of-LCS-Algo.git,2.0,-2458015,,,
2992.0,Spreeha/Parallel-Algorithms-to-Search-over-Large-Genomic-Sequences,C++,git,https://github.com/Spreeha/Parallel-Algorithms-to-Search-over-Large-Genomic-Sequences.git,2.0,7892383,,,
4553.0,sumanthvrao/OpenMP,C,git,https://github.com/sumanthvrao/OpenMP.git,2.0,-4518015,,,
5925.0,pulp-platform/hero-openmp-examples,C,git,https://github.com/pulp-platform/hero-openmp-examples.git,2.0,-2148015,,,
1714.0,sahirnoorali/15-puzzle-openmp,C++,git,https://github.com/sahirnoorali/15-puzzle-openmp.git,2.0,4592383,,,
6685.0,puzzlef/pagerank-openmp,C++,git,https://github.com/puzzlef/pagerank-openmp.git,2.0,20.05.7463,,,
2852.0,KawhiX/BP-Network-ParallelComputing,C++,git,https://github.com/KawhiX/BP-Network-ParallelComputing.git,2.0,8442383,,,
1785.0,roguexray007/LU-factorisation,C++,git,https://github.com/roguexray007/LU-factorisation.git,2.0,4292383,,,
6994.0,esalini22/gene-hll,C++,git,https://github.com/esalini22/gene-hll.git,2.0,07.04.4999,,,
2156.0,poodarchu/parallel-computing,C++,git,https://github.com/poodarchu/parallel-computing.git,2.0,22.08.7765,,,
1672.0,aalty/MPI-OpenMP-Mandlebrot-Set,C,git,https://github.com/aalty/MPI-OpenMP-Mandlebrot-Set.git,2.0,4832383,,,
3392.0,BenChapman31/Coding-Tutorials,C++,git,https://github.com/BenChapman31/Coding-Tutorials.git,2.0,-7448015,,,
6712.0,the-guti/Fractal-Generator,C++,git,https://github.com/the-guti/Fractal-Generator.git,2.0,04.08.7189,,,
3613.0,ZhixinLai/Parallel-Computing,C,git,https://github.com/ZhixinLai/Parallel-Computing.git,2.0,-8118015,,,
1958.0,chen3262/CosSq,C++,git,https://github.com/chen3262/CosSq.git,2.0,3392383,,,
3560.0,selenoruc/Matrix-Multiplication,C++,git,https://github.com/selenoruc/Matrix-Multiplication.git,2.0,-8018015,,,
