,Code,Language,Type,URL,Stars,PushDate,usedHash,buildScript,expert,use_cmake,DEFAULT_CMAKE_BUILDABLE
2542.0,afforeroc/blur-effect-posix-openmp,C,git,https://github.com/afforeroc/blur-effect-posix-openmp.git,1.0,9582383,4f3cc787381006d73badc11d3ae7cb772fd8bb65,,,False,False
588.0,wyh0655/OpenMP_EXA,C++,git,https://github.com/wyh0655/OpenMP_EXA.git,1.0,-817617,a238800d9d87b238a589dcb15be780bfb3f1eb2f,,,False,False
6584.0,MahmoudJLB/CSC447_Assignment2,C,git,https://github.com/MahmoudJLB/CSC447_Assignment2.git,1.0,19.02.8312,dcab69f64c7922195ae652b723d15c2ec3a949fe,,,False,False
5569.0,sroma/fastMatMul,C++,git,https://github.com/sroma/fastMatMul.git,1.0,-968015,424c1f1d467b8a84780b298e390f177dffad2d00,,,False,False
2471.0,nicolaslesimple/Hybrid-MPI-OpenMP-Conjugate-Gradient-Algorithm,C++,git,https://github.com/nicolaslesimple/Hybrid-MPI-OpenMP-Conjugate-Gradient-Algorithm.git,1.0,9782383,0507889f655886b8ceab37dfaa013bb954de2b3e,,,False,False
8059.0,lemoonchild/Proyecto02_Microprocesadores,C,git,https://github.com/lemoonchild/Proyecto02_Microprocesadores.git,1.0,4081985,7890a021f6b213a49a5109de62847f41e9faf4d0,,,False,False
2480.0,mrchowmein/Cuda_Comparison,C,git,https://github.com/mrchowmein/Cuda_Comparison.git,1.0,9752383,35c886459c398cd2965d82566c77e89acf93c5f6,,,False,False
5487.0,Daramgineer/OpenMP_study,C++,git,https://github.com/Daramgineer/OpenMP_study.git,1.0,-758015,35101614588ea50b9ed1191c00aeceaef96c44a3,,,False,False
2472.0,WonderfulUnknown/parallel,C++,git,https://github.com/WonderfulUnknown/parallel.git,1.0,9782383,8a2e3629ffbaa8eb2d126bab0784351bf44dd4da,,,False,False
6445.0,haoyuhe2023/Grayscaling-ppm,C,git,https://github.com/haoyuhe2023/Grayscaling-ppm.git,1.0,01.12.9379,26357d46a8202fd98411e36b109d2443106a6556,,,False,False
2445.0,AStockinger/Parallel-Programming,C++,git,https://github.com/AStockinger/Parallel-Programming.git,1.0,9872383,4cac60bd973079f659e74080ff5c90a32090cbe1,,,False,False
2463.0,appleopen/openmpi,C,git,https://github.com/appleopen/openmpi.git,1.0,9812383,e4d35a1a45029283530a92be8c6c34286da8f2fe,,,False,False
8069.0,xerpi/miniomp,C,git,https://github.com/xerpi/miniomp.git,1.0,4011985,70606cf5f473bc71eb149a1366d292d3c0a0373d,,,False,False
6425.0,PMSeitzer/openmp-example,C++,git,https://github.com/PMSeitzer/openmp-example.git,1.0,20.01.9462,800e9deadce34f5afda62206c74bc56d8ab45e80,,,True,False
2363.0,mrigankdoshy/monte-carlo-simulation-pi,C,git,https://github.com/mrigankdoshy/monte-carlo-simulation-pi.git,1.0,10282383,7cf6cac3380cdefc188193fc3deeb1fec4c76960,,,False,False
2358.0,claudioMontanari/Middleware_project,C,git,https://github.com/claudioMontanari/Middleware_project.git,1.0,10292383,56cdf4835be345ebc8150f7acc06cd5c9581e59f,,,False,False
6519.0,catalin-boja/ism-parallel-2023,C++,git,https://github.com/catalin-boja/ism-parallel-2023.git,1.0,07.11.8941,d1ea60d66a6c13de9925bb730ef2a579041a3693,,,False,False
3649.0,Cjdcoy/parallel-distributed_computing,C++,git,https://github.com/Cjdcoy/parallel-distributed_computing.git,1.0,-8228015,c0cbfa279479396d369827556befcd56975d689f,,,False,False
558.0,thomasparmer/Parallellprogrammering-for-naturvitenskapelige-problemer,C,git,https://github.com/thomasparmer/Parallellprogrammering-for-naturvitenskapelige-problemer.git,1.0,-357617,dd0472069473b21c95263053c6d0265e2b0ce732,,,False,False
5539.0,jitinnair1/spinodal_omp,C,git,https://github.com/jitinnair1/spinodal_omp.git,1.0,-878015,f191b88ef25079fddca2e18517f91855e11f0f09,,,True,False
6416.0,JIAYUE11111/pthread-openmp,C++,git,https://github.com/JIAYUE11111/pthread-openmp.git,1.0,24.10.9516,733aa212a528e0d8cdacfec343ee00d3f3bd5293,,,False,False
2377.0,rgr19/Boost_OpenMPI_GoogleTests_Examples,C++,git,https://github.com/rgr19/Boost_OpenMPI_GoogleTests_Examples.git,1.0,10172383,86613be270e433f25f6d5b9b8e6f3be4c2d0e889,,,True,False
5392.0,PARCO-LDRD/benchmarks,C,git,https://github.com/PARCO-LDRD/benchmarks.git,1.0,-478015,62e862fb5a7fd1d2c47ef663749092bdf91b4bfa,,,False,False
2089.0,TuitaTeam/Knapsack-MPI,C++,git,https://github.com/TuitaTeam/Knapsack-MPI.git,1.0,16.11.8504,81a4416160d1ee3e50dbd3a4d329ba4694b50a58,,,False,False
2085.0,TuitaTeam/Knapsack-Hybrid,C++,git,https://github.com/TuitaTeam/Knapsack-Hybrid.git,1.0,05.01.8587,f4fe1cba495f7728ea11112968bed897136ca7dd,,,False,False
2634.0,vmalepati1/Prosim,C++,git,https://github.com/vmalepati1/Prosim.git,1.0,9312383,cdcdf726cc585dbb30cd8d88410a8f78ebc87c71,,,False,False
6314.0,burlen/cuda_plus_offload,C++,git,https://github.com/burlen/cuda_plus_offload.git,1.0,3041985,222e64a05f7466732d34be1142364d9c555956c1,,,True,False
5609.0,vamsi-sripathi/tackle,C,git,https://github.com/vamsi-sripathi/tackle.git,1.0,-1078015,518db24841acd2b9e2e536fbda5ec474084d7ef4,,,False,False
2117.0,smrajiv15/KMeans-OpenMP-CUDA-Pthread-MPI,C,git,https://github.com/smrajiv15/KMeans-OpenMP-CUDA-Pthread-MPI.git,1.0,29.04.8176,620570512ae955a22503dfb458701edf3d3139da,,,False,False
3928.0,SebastianCojocariu/Kernels-Parallelization-Techniques-Serial-MPI-OpenMP-Pthreads-Hybrid-,C,git,https://github.com/SebastianCojocariu/Kernels-Parallelization-Techniques-Serial-MPI-OpenMP-Pthreads-Hybrid-.git,1.0,-9378015,cd360e61fc459afdb1363bf678595db7c0c5d16e,,,False,False
5324.0,GiorgosNik/JacobiParallelism,C,git,https://github.com/GiorgosNik/JacobiParallelism.git,1.0,-228015,46e46d5ef2e8e7e794a1983fbff3070325a9ccaa,,,False,False
2098.0,sagarbhatt0904/Backward-Facing-Step,C++,git,https://github.com/sagarbhatt0904/Backward-Facing-Step.git,1.0,23.03.8313,b8cc5a9812f4adf9380df73feaffeb6c30fef8d9,,,False,False
6312.0,sajad-azizi/Coupled-Channel-SE-Numerov-OpenMP,C++,git,https://github.com/sajad-azizi/Coupled-Channel-SE-Numerov-OpenMP.git,1.0,3051985,61f5863b2e7f7a28ebf6463e56f78562d7387d62,,,False,False
2036.0,saracmustafa/OpenMP-TBB-Image-Segmentation,C,git,https://github.com/saracmustafa/OpenMP-TBB-Image-Segmentation.git,1.0,10.07.9490,9a757ee22098334ef2c012e58be01a3a49cfbff4,,,False,False
3550.0,giorgosma/Simulation-of-heat-transfer-in-2d-surface,C,git,https://github.com/giorgosma/Simulation-of-heat-transfer-in-2d-surface.git,1.0,-7988015,461f27ff1cc74a24f51a7061809704e9e9e59292,,,False,False
3990.0,06needhamt/SharpMP,C++,git,https://github.com/06needhamt/SharpMP.git,1.0,-9638015,daa83da989d639e9c59eb2047be8eac26aef8b98,,,False,False
2021.0,AstroVPK/LLVM-4.0.0,C++,git,https://github.com/AstroVPK/LLVM-4.0.0.git,1.0,24.04.9764,8db6ddc3c8c09b5c344aadaad1cc200a471b55fa,,,False,False
6306.0,Omarwalid10/HPC-OpenMP-code,C,git,https://github.com/Omarwalid10/HPC-OpenMP-code.git,1.0,3071985,817317bc516c1a5a2beff584a01864e6841bb85b,,,False,False
282.0,lucasjliu/parallel-cvxhull,C++,git,https://github.com/lucasjliu/parallel-cvxhull.git,1.0,04.03.6287,90b73ced27ed31d4e5c7b65c0ca2bc0efc05aaee,,,False,False
2043.0,JLucks/HSOMP,C,git,https://github.com/JLucks/HSOMP.git,1.0,21.05.9408,aaf7fe8241efa374f69c00f4cab9296bac67cb73,,,False,False
6298.0,erickxbliv/openmp,C,git,https://github.com/erickxbliv/openmp.git,1.0,3101985,9ecf01ad93cf596c02989603fcc6c1389b387d72,,,False,False
7787.0,ManojMiddepogu/OpenMP_Rayon_BenchMarking,C++,git,https://github.com/ManojMiddepogu/OpenMP_Rayon_BenchMarking.git,1.0,4841985,c7e1a9bcc3eceb9fa8b73203c346099a47ec0242,,,False,False
7802.0,deathlokmike/parallel_insertion_sort,C++,git,https://github.com/deathlokmike/parallel_insertion_sort.git,1.0,4801985,26d860c9b953485a1a3ec395d2f72ab92756e612,,,False,False
7861.0,tiagotschmidt/haar_wavelet_openmp,C,git,https://github.com/tiagotschmidt/haar_wavelet_openmp.git,1.0,4671985,a52cd7acde2927e4c9cfd919cf0b3075a76428f4,,,False,False
2190.0,rishdas/hpc,C,git,https://github.com/rishdas/hpc.git,1.0,30.07.7327,09b0248b9f7cc1abfcf8c6cbfee377e74e765368,,,False,False
6350.0,EliasSih/parallel_sorting-in-openMP-and-MPI-,C,git,https://github.com/EliasSih/parallel_sorting-in-openMP-and-MPI-.git,1.0,13.02.9900,9bc68ea1b0e64d716d4b05c890606b4cd95ddb95,,,False,False
3919.0,kawaiivoldemort/OpenMPIExperiments,C,git,https://github.com/kawaiivoldemort/OpenMPIExperiments.git,1.0,-9358015,6549344fde1dddc95004959eb6f7c1cc87dfe85c,,,False,False
3848.0,nikos912000/octree-partitioning,C,git,https://github.com/nikos912000/octree-partitioning.git,1.0,-9018015,e7db0c7d6470b9bdf4a0f959baefaa99dfbf02d1,,,False,False
3854.0,milfeld/maskeraid,C,git,https://github.com/milfeld/maskeraid.git,1.0,-9028015,6d3cd0dc3b59c9fa5427f7b9c9db287f4ff2afd1,,,False,False
197.0,AlexAllen/danPrllelTst,C++,git,https://github.com/AlexAllen/danPrllelTst.git,1.0,29.01.7575,5008c37d2417b3a5bcc8972802c029cbb8574486,,,False,False
2211.0,erikkallman/scttr,C,git,https://github.com/erikkallman/scttr.git,1.0,-10318015,d86b594a387662d1cde836af7ebf022a6fbfca26,,,False,False
6647.0,OronDF343/PrimeFDG,C,git,https://github.com/OronDF343/PrimeFDG.git,1.0,04.03.7737,b45893ed6c837be6758c282239cf445869e65471,,,True,True
504.0,PadmajaVB/Heart-Disease-Prediction-Using-ANN,C,git,https://github.com/PadmajaVB/Heart-Disease-Prediction-Using-ANN.git,1.0,10.11.2508,6a9ed6b948a095d7e0d4379d333523a9f684e725,,,False,False
3585.0,LalitDhupar/Large-Matrix-Multiplication-Using-OpenMP,C,git,https://github.com/LalitDhupar/Large-Matrix-Multiplication-Using-OpenMP.git,1.0,-8078015,cdc27da9d87b691339ce797c3ca8410247b3fd57,,,False,False
2130.0,mjt249/parallel,C++,git,https://github.com/mjt249/parallel.git,1.0,23.10.8066,4f213c9ff48e535350f73bb98ad5d1b2463292ed,,,False,False
3588.0,feaker369/Floyd-algorithm-with-MPI-and-OpenMP,C++,git,https://github.com/feaker369/Floyd-algorithm-with-MPI-and-OpenMP.git,1.0,-8078015,1dc57e0f747b3912e842c943609d965c7eea64f2,,,False,False
189.0,wolfway/OpenMP,C,git,https://github.com/wolfway/OpenMP.git,1.0,3672781,4379a4183d1c2d8c106331a83ef388a991ccde40,,,False,False
6344.0,Elkin77/OpenMPvsMPI,C,git,https://github.com/Elkin77/OpenMPvsMPI.git,1.0,17.11.9954,0a0343092753f849fa7d328efcfa915a77c8621e,,,False,False
6655.0,UCL-PHAS0100-22-23/week8_openmp_examples,C++,git,https://github.com/UCL-PHAS0100-22-23/week8_openmp_examples.git,1.0,13.01.7655,21ea73354cc13398538d84b11138342ed9c811ec,,,False,False
2154.0,jillmao/pthread-and-openmp,C,git,https://github.com/jillmao/pthread-and-openmp.git,1.0,07.01.7793,32d95ecfb1c11581582e07e81835a46c35b4ea0d,,,False,False
3298.0,romanpras/Parallel-and-Distributed-Computation,C,git,https://github.com/romanpras/Parallel-and-Distributed-Computation.git,1.0,-6998015,5b127900de9a438cd7f7a896066d95d35071b9ed,,,False,False
874.0,serprex/Metaballs,C,git,https://github.com/serprex/Metaballs.git,1.0,-3727617,b21015588b4236e1054a64353595edac61b18398,,,False,False
4531.0,YXDsimon/OpenMP,C++,git,https://github.com/YXDsimon/OpenMP.git,1.0,-4458015,7bcfa49852a403f317cf59ce354302b3fc0e13c1,,,False,False
4535.0,SidSan97/OMP---Algebra-Linear,C++,git,https://github.com/SidSan97/OMP---Algebra-Linear.git,1.0,-4478015,58bdc490872fa81b287bce9305fc6f89ff8729e9,,,False,False
5997.0,taylorc1009/Parallel-N-Queens,C++,git,https://github.com/taylorc1009/Parallel-N-Queens.git,1.0,-2378015,6097203513ff824ef8dab70e2ec690dc8f6ba7ba,,,False,False
3280.0,MohammadHashemi-ai/Massive-Mathematical-Calculations-Acceleration-with-OPENMP-Method,C++,git,https://github.com/MohammadHashemi-ai/Massive-Mathematical-Calculations-Acceleration-with-OPENMP-Method.git,1.0,-6918015,fed186d0b40a2167cb58cf05cfbe5f8d0d7d8827,,,False,False
1285.0,LiuXTao/PSRS-OpenMP-MPI,C++,git,https://github.com/LiuXTao/PSRS-OpenMP-MPI.git,1.0,6422383,e01d892e8a6785763f50d80780b6d3c727d70878,,,False,False
5828.0,MickiFoerster/spl-transformer,C++,git,https://github.com/MickiFoerster/spl-transformer.git,1.0,-1848015,db4bb39b870edc4fda06bbab8ba63932f6081102,,,True,False
1274.0,ganesh101992/Parallel-algorithm-for-list-ranking,C,git,https://github.com/ganesh101992/Parallel-algorithm-for-list-ranking.git,1.0,6492383,d7c3af341f4bc7bb898423822dfd67e25fb65369,,,False,False
3269.0,NEGU93/Parallel-Image-FIltering,C,git,https://github.com/NEGU93/Parallel-Image-FIltering.git,1.0,-6858015,f4049e3cac22905e5de937960040652812ea52af,,,True,False
1216.0,juan-burtet/ParallelBucketSort,C,git,https://github.com/juan-burtet/ParallelBucketSort.git,1.0,6872383,4f109282b4aece8e6a2babfeccdc6dc9ed6cfa1f,,,False,False
3071.0,paulorobertocruz/openmpi-sdist,C,git,https://github.com/paulorobertocruz/openmpi-sdist.git,1.0,7552383,c9f4a998aeac8c3d17938ae407bfbdb5b2ef79e8,,,False,False
1201.0,variar/fav-mpi,C,git,https://github.com/variar/fav-mpi.git,1.0,-9317617,c546dc3f5f353ffb7620caec11c7a8ee1a43ac4b,,,False,False
345.0,tamirsagi/Kmeans,C++,git,https://github.com/tamirsagi/Kmeans.git,1.0,18.08.5164,784f6f6c7cb668dcaa7fc42a4dd7a922e3bf94e9,,,False,False
5846.0,URV-BioGEI/Massive-Parallel-Computing,C,git,https://github.com/URV-BioGEI/Massive-Parallel-Computing.git,1.0,-1908015,751878661c902e6e25a8acd5ce1b0cd417515b33,,,False,False
3057.0,stathismast/parallel-matrix-convolution,C,git,https://github.com/stathismast/parallel-matrix-convolution.git,1.0,7632383,904184221e6ade1aead1123e13d09d2bd91c1e3c,,,False,False
1231.0,oli-loades/Jacobi-openmpi,C++,git,https://github.com/oli-loades/Jacobi-openmpi.git,1.0,6722383,1b007cd61bae6409f58b1dbd319ffb43ebbf7a4e,,,False,False
4858.0,AndreasKaratzas/tsp,C++,git,https://github.com/AndreasKaratzas/tsp.git,1.0,-5618015,be557f349b3877b299a1b26cd5ba876752fe9c60,,,False,False
7354.0,serjzimmerman/parallel-programming,C++,git,https://github.com/serjzimmerman/parallel-programming.git,1.0,5931985,e1a8c5543e7fa88715bb159d950eaf5645a6b329,,,False,False
824.0,prod-feng/pi_lcg_random_parallel,C,git,https://github.com/prod-feng/pi_lcg_random_parallel.git,1.0,-3207617,eced5611ecadf86340c93498d7424397160a8cf7,,,False,False
4447.0,odygsim/parallelImageConvolution,C,git,https://github.com/odygsim/parallelImageConvolution.git,1.0,-4178015,815500bad5acdc68930d3106bb6834f66290fcc6,,,False,False
1367.0,Raienryu97/parallelizationstudy,C++,git,https://github.com/Raienryu97/parallelizationstudy.git,1.0,6042383,4220bad79f0715ea1124175be69237ae06b6f560,,,False,False
411.0,geziogas/ParallelProgramming-Project,C,git,https://github.com/geziogas/ParallelProgramming-Project.git,1.0,18.04.3768,b8a13ca07224ae38b1c9bdd4e57cc5c693ae817e,,,False,False
2983.0,mhalk/polly-llvm-omp-backend,C,git,https://github.com/mhalk/polly-llvm-omp-backend.git,1.0,7922383,00ee0b3b533520ae0f1adc7d946b7d33d694653b,,,True,False
71.0,daritter/OpenMPIFitter,C++,git,https://github.com/daritter/OpenMPIFitter.git,1.0,10152781,8500a5b57671f7b5f2a8755dac5b7f739690fd38,,,False,False
4950.0,lijinrun/ParallelProgramming,C++,git,https://github.com/lijinrun/ParallelProgramming.git,1.0,-5868015,8f1fc530d502f5798747af39702536d1fda49d26,,,False,False
7227.0,1234ngochai/ELECTRIC-VEHICLE-CHARGING-GRID-OPERATED-BY-A-DISTRIBUTED-WIRELESS-SENSOR-NETWORK-WSN-,C,git,https://github.com/1234ngochai/ELECTRIC-VEHICLE-CHARGING-GRID-OPERATED-BY-A-DISTRIBUTED-WIRELESS-SENSOR-NETWORK-WSN-.git,1.0,6151985,36587efb1af2ebab712661b57bab6a454b78155d,,,False,False
6057.0,alireza-safdari/CUDA-OpenMP_Gaussian_Process_Regression_With_Hyper_Parameters,C++,git,https://github.com/alireza-safdari/CUDA-OpenMP_Gaussian_Process_Regression_With_Hyper_Parameters.git,1.0,-2518015,49da39bb08c2ec4f28238d92f94cfd4185ea9825,,,False,False
7613.0,AmrHMorsy/Ray-Tracer,C++,git,https://github.com/AmrHMorsy/Ray-Tracer.git,1.0,5291985,7671db298a762a399af21cf96fbc49b638e9f536,,,False,False
5813.0,MatanF5/Sequence_Allignment_Parllel,C,git,https://github.com/MatanF5/Sequence_Allignment_Parllel.git,1.0,-1758015,f7d913d1f182f6edb4f4869e43854637a15c5f02,,,False,False
4487.0,markub3327/MazeSolver_GA,C++,git,https://github.com/markub3327/MazeSolver_GA.git,1.0,-4348015,8961750e713ca95a4e7bc50325a4c94fd4b28e1b,,,False,False
403.0,chponte/omp4simd,C,git,https://github.com/chponte/omp4simd.git,1.0,08.06.3850,e6e28fc1717983ad3650fcdcd328a20fbc79bf84,,,False,False
4896.0,rawal-p/HPC-OpenMP-Assignment,C,git,https://github.com/rawal-p/HPC-OpenMP-Assignment.git,1.0,-5698015,67ecec3c75a41833da645ee2ca52561859800e34,,,False,False
829.0,shaowei-su/ParallelGaussianElimination,C,git,https://github.com/shaowei-su/ParallelGaussianElimination.git,1.0,-3227617,0f45540328481c0ace23844c509fe066c2f9250e,,,False,False
5806.0,J-Magiera/P-M-D,C,git,https://github.com/J-Magiera/P-M-D.git,1.0,-1728015,a6f1bba0d8257710d7ceb3f25a4c2a9555bfa3a9,,,False,False
1334.0,sahityamantravadi/cme213-sp18,C++,git,https://github.com/sahityamantravadi/cme213-sp18.git,1.0,6152383,b4b84732e8a8ccd4fe5eb3986da7b30902294cb1,,,False,False
4920.0,sabdam/hpc,C++,git,https://github.com/sabdam/hpc.git,1.0,-5778015,0939ea5ab1bbff2a9dd454132052d9634986a490,,,False,False
5976.0,rajshrestha86/kmeans-clusterize,C,git,https://github.com/rajshrestha86/kmeans-clusterize.git,1.0,-2328015,bd740d45d6cb9db90625ea0d91d9055838c7d0f0,,,True,False
4764.0,kwrx/Game-of-Life,C++,git,https://github.com/kwrx/Game-of-Life.git,1.0,-5258015,8d09151087c37277c745c4d73d91710b51296ffc,,,False,False
4760.0,k-Arihara/PrimeTest-Parallel,C,git,https://github.com/k-Arihara/PrimeTest-Parallel.git,1.0,-5228015,b6b6d8b29326c102b36b87357264e865516a0779,,,False,False
4685.0,jnguyen1098/mazep,C,git,https://github.com/jnguyen1098/mazep.git,1.0,-4958015,b3e519aca219e313180d928d392bdd1d39f07c69,,,False,False
4750.0,imdatcakmak/ParalelBST,C++,git,https://github.com/imdatcakmak/ParalelBST.git,1.0,-5188015,91a64eae89fb1c72dc4a0178f003740f9c238ffe,,,False,False
1059.0,mukundc/Image-Processing-and-Optimization,C,git,https://github.com/mukundc/Image-Processing-and-Optimization.git,1.0,-6357617,8a3e0ba78786d9f1f0cca79a8f6be8e6fd2c660d,,,False,False
3217.0,CSpyridakis/HOC,C,git,https://github.com/CSpyridakis/HOC.git,1.0,-6658015,5971d659b9e44e25d7dcaf8c0f99c41536903b2f,,,False,False
1069.0,jonahkall/JBParallel,C++,git,https://github.com/jonahkall/JBParallel.git,1.0,-6577617,256492adac0320be836916e2cd38887f13048e25,,,False,False
3213.0,woshildh/OpenMPLearning,C++,git,https://github.com/woshildh/OpenMPLearning.git,1.0,-6638015,652a89a2cf6190d2f32e32363654d16db85a0e8a,,,False,False
4692.0,muji-4ok/pixel-sort-qt5,C++,git,https://github.com/muji-4ok/pixel-sort-qt5.git,1.0,-4968015,8dd6cf67fb50b83667d0f24470230d5b7fb12ab6,,,False,False
998.0,reddec/vmath,C++,git,https://github.com/reddec/vmath.git,1.0,-5607617,b68c27c16a3a8298a07a41ac051a0e97048b7254,,,True,False
367.0,gkoulis/convolution,C,git,https://github.com/gkoulis/convolution.git,1.0,22.10.4671,01680c71228e68d77e51384099bda8c00cccdbc1,,,False,False
984.0,klueska/libgomp-parlib,C,git,https://github.com/klueska/libgomp-parlib.git,1.0,-5457617,d6d508e0f71ae1e8cdd62b364207d3c7e55d0baa,,,False,False
979.0,jainpranav/OpenMP_Fun,C,git,https://github.com/jainpranav/OpenMP_Fun.git,1.0,-5387617,fb7751ceaa8d31c4c53f2213352382359ecb80c2,,,False,False
7528.0,EdmondDantes21/parallel_closest_pair_of_points,C++,git,https://github.com/EdmondDantes21/parallel_closest_pair_of_points.git,1.0,5531985,91e094ceb49d5f57e1b4ab021438e8c377b83773,,,False,False
7492.0,Kintobor1370/Euler-_Solver_-OpenMP-,C++,git,https://github.com/Kintobor1370/Euler-_Solver_-OpenMP-.git,1.0,5641985,8954507d21ea89892520e1bacc87e9aa0d869720,,,False,False
5919.0,abdelaziz321/hybrid-mpi-openmp-example,C++,git,https://github.com/abdelaziz321/hybrid-mpi-openmp-example.git,1.0,-2128015,f5b99edd976a4a97699b26ab2ef3faa9ee321857,,,False,False
7502.0,cyanray/OpenMP-Examples,C++,git,https://github.com/cyanray/OpenMP-Examples.git,1.0,5621985,7d810d6f5ad77328e46aa3ac5a26b42c96fdf81f,,,True,False
3166.0,Qi-Ye-079/TwiFecth-OMP,C++,git,https://github.com/Qi-Ye-079/TwiFecth-OMP.git,1.0,7182383,f2207e41c49d779808f1f6299f6c78008ebf24a3,,,True,False
3108.0,aalmeidasilva/RSA-OpenMP-MPI,C++,git,https://github.com/aalmeidasilva/RSA-OpenMP-MPI.git,1.0,7402383,fe97dde765e6dd246f4ae25932e65843e6de48e7,,,False,False
910.0,ShoeShi/Parallel-Programming-Samples,C,git,https://github.com/ShoeShi/Parallel-Programming-Samples.git,1.0,-4447617,d923b7832571d5a5c64f5e62c1dbbe093aea3146,,,False,False
7405.0,Git-Yuya/parallel-processing,C,git,https://github.com/Git-Yuya/parallel-processing.git,1.0,5851985,45376bfedc0e0b6c3e381302cada21fb5ad8986d,,,False,False
4812.0,ResearchComputing/OpenMP-Spring-2020,C,git,https://github.com/ResearchComputing/OpenMP-Spring-2020.git,1.0,-5438015,330db49fa152aa38efa0f8345c75b7106bb30c0f,,,False,False
4819.0,epoell/openMP_examples_and_Matrix-Matrix-Multiplication,C++,git,https://github.com/epoell/openMP_examples_and_Matrix-Matrix-Multiplication.git,1.0,-5468015,95629454fab4435cc1b4f739e3aa8a2cc34b7aef,,,True,True
1184.0,hyeminchocho/ImageProcessingOptimization,,git,https://github.com/hyeminchocho/ImageProcessingOptimization.git,1.0,-9007617,699a4f166e24e1beab96661419054546377fd30a,,,False,False
31.0,zosiakropka/trigrams-openmp,C++,git,https://github.com/zosiakropka/trigrams-openmp.git,1.0,-10327617,338e044b3262735e93a708dc887e0b48585c86af,,,False,False
1173.0,SaiWebApps/DT-Convolution,,git,https://github.com/SaiWebApps/DT-Convolution.git,1.0,-8817617,9095dc06a1c5e9e71955802437e5695980e20fb3,,,False,False
4824.0,passlab/llvm-openmp,C++,git,https://github.com/passlab/llvm-openmp.git,1.0,-5508015,fe444d1c1890322ad5b6b1e4620e52eb352af9ea,,,True,False
4780.0,tedy97/K-Means-,C,git,https://github.com/tedy97/K-Means-.git,1.0,-5298015,6e2e6862e628011f60cb499b6afbe82eef000672,,,False,False
4790.0,hassansalehe/OpenMPDataflowExamples,C++,git,https://github.com/hassansalehe/OpenMPDataflowExamples.git,1.0,-5348015,420696d5e7809c123f08b9939e574b9e8c4fe6d5,,,True,False
1099.0,an4/HPC-OpenMP,C,git,https://github.com/an4/HPC-OpenMP.git,1.0,-7147617,b8d25a734cd6436197ae77b1210b0ca73d4f3027,,,False,False
3125.0,jeremyyew/sudoku-checker,C,git,https://github.com/jeremyyew/sudoku-checker.git,1.0,7332383,b92705b340fdc41b7f5b713df9f406a483a8c6e9,,,False,False
7450.0,Malinowsk/Computacion-Paralela-y-Distribuida,C,git,https://github.com/Malinowsk/Computacion-Paralela-y-Distribuida.git,1.0,5751985,0303cebb31e4c80ac612e72d1f67cb2632b17e19,,,False,False
1127.0,yq314/k-means,C,git,https://github.com/yq314/k-means.git,1.0,-7807617,39cec44d8f279f1dfc54dd0a81b83d618c8b75e4,,,False,False
3233.0,oke-aditya/parallel_neural_networks,C++,git,https://github.com/oke-aditya/parallel_neural_networks.git,1.0,-6718015,611059e05b5fa89c167737b0293e8af120f1fe1e,,,False,False
1115.0,kuntae/kmeans,C++,git,https://github.com/kuntae/kmeans.git,1.0,-7457617,fe7689b6f96d60747e0ab42ac9962d8b828f57b6,,,False,False
1120.0,7ogic/K-means,C++,git,https://github.com/7ogic/K-means.git,1.0,-7557617,6576ee96abb2918c1f1a919d373ddfb547ef2504,,,False,False
7711.0,Nishant1201/Parallel-Computing,C++,git,https://github.com/Nishant1201/Parallel-Computing.git,1.0,4991985,d5ccdf4fb0a2c00bc2233b53fe149cb6adbca451,,,False,False
2887.0,apooreapo/PageRank,C,git,https://github.com/apooreapo/PageRank.git,1.0,8312383,f6579a459a84c00ac4a8e20d9ba017651fdf9f0a,,,False,False
1484.0,mohamso/optewe,C++,git,https://github.com/mohamso/optewe.git,1.0,5652383,940a60217379b531f234fa73b2d2eddc57652b1c,,,False,False
4996.0,wusspsj/dacc,C,git,https://github.com/wusspsj/dacc.git,1.0,-6008015,f7063756a135202438346c9a1875829ee14b9b1f,,,False,False
2893.0,theCodeBench/csc461-ConcurrencyParallelProg2,C++,git,https://github.com/theCodeBench/csc461-ConcurrencyParallelProg2.git,1.0,8272383,9bdabf27f81277df1b4af24cf5cfead3fbee6d43,,,False,False
4365.0,ArthurZucker/HighPerformanceComputing,C,git,https://github.com/ArthurZucker/HighPerformanceComputing.git,1.0,-3798015,a6908fcd084d8291554cd4a5de5e5c0f419a9353,,,False,False
5000.0,OnofreTZK/OpenMP_ShellSort,C++,git,https://github.com/OnofreTZK/OpenMP_ShellSort.git,1.0,-6028015,96e825fc87c4114062294adc709c6c27c7e0c800,,,False,False
7912.0,tomdeakin/programming-gpu-openmp,C,git,https://github.com/tomdeakin/programming-gpu-openmp.git,1.0,4561985,43539a176ff833c7734b73c0247d7a67faf4b0cd,,,False,False
4293.0,suzakuwcx/OpenMPRDB-cli,C++,git,https://github.com/suzakuwcx/OpenMPRDB-cli.git,1.0,-3458015,8fa4193f9e57b04c7228fee19cc505b86139f138,,,True,False
1454.0,jinyeom/openmp-bellman-ford,C++,git,https://github.com/jinyeom/openmp-bellman-ford.git,1.0,5762383,39e2e10fe11df9dab08b685c064f081da6d3e24a,,,False,False
